fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.004484330332284857
1,svm_rbf,1.0,0.8333333333333334,0.6861904761904761,0.8,0.76,0.19195004901501878
1,rf,0.6,0.6,0.7226190476190477,0.6,0.6799999999999999,0.21722312500000002
1,xgb,0.6,0.6,0.7416666666666667,0.6,0.7200000000000001,0.2619754065513481
2,logreg,0.6,0.6,0.7453968253968253,0.6,0.64,0.3391242977811653
2,svm_rbf,0.6,0.6666666666666666,0.7611111111111111,0.7,0.64,0.23753403325128147
2,rf,0.6,0.6666666666666666,0.7388888888888889,0.7,0.56,0.27858062499999997
2,xgb,0.4,0.5,0.72,0.6000000000000001,0.56,0.2908346833646085
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.29754265640764316
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.11526145706592213
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.16066319444444446
3,xgb,1.0,0.8,0.95,0.8,0.9500000000000001,0.1969710368554352
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.1261489101674457
4,svm_rbf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.2173629082298219
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.21367361111111105
4,xgb,0.75,0.6,0.875,0.575,0.8,0.33227443539036045
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17758078248345469
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.18949782258402909
5,rf,0.8,0.7272727272727273,0.8211111111111111,0.7,0.76,0.22944062499999998
5,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.28206000317984514
