fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.011101052152868995
1,svm_rbf,1.0,0.7692307692307693,0.71,0.7,0.8,0.1754301450415097
1,rf,0.6,0.6666666666666666,0.7861904761904761,0.7,0.8,0.176374375
1,xgb,0.6,0.6,0.8083333333333333,0.6,0.76,0.27350143204244487
2,logreg,0.4,0.4444444444444444,0.7453968253968253,0.5,0.64,0.300798427851847
2,svm_rbf,0.6,0.6666666666666666,0.7611111111111111,0.7,0.64,0.23985086967642313
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.264681875
2,xgb,0.6,0.75,0.8111111111111111,0.8,0.6799999999999999,0.2536506808118979
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.2864018343703654
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.12223743984803868
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.1458076388888889
3,xgb,1.0,0.8,0.95,0.8,0.9500000000000001,0.17532690158202904
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.13747239551530427
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.1966314391466722
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.20230694444444444
4,xgb,0.75,0.6,0.875,0.575,0.8,0.24948438729550906
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17328524658653094
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.14802076731194286
5,rf,0.8,0.7272727272727273,0.7783333333333333,0.7,0.72,0.23995562500000003
5,xgb,0.6,0.6,0.7642857142857142,0.6,0.6400000000000001,0.30768058437992296
