fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.009303196415208072
1,svm_rbf,1.0,0.8333333333333334,0.71,0.8,0.8,0.1724477656772051
1,rf,0.4,0.5,0.7861904761904761,0.6000000000000001,0.8,0.198661875
1,xgb,0.4,0.4444444444444444,0.7783333333333333,0.5,0.72,0.29650467268005115
2,logreg,0.6,0.6,0.7753968253968253,0.6,0.6799999999999999,0.28248509801939925
2,svm_rbf,0.4,0.5,0.75,0.6000000000000001,0.6000000000000001,0.2404376140499432
2,rf,0.6,0.6666666666666666,0.75,0.7,0.6000000000000001,0.25834437499999996
2,xgb,0.4,0.5,0.7533333333333332,0.6000000000000001,0.64,0.32308445759545507
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.28021549036602345
3,svm_rbf,1.0,0.8888888888888888,1.0,0.9,1.0,0.08782822085862053
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.14001180555555556
3,xgb,1.0,0.8,0.8875,0.8,0.9,0.15688284098961935
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.1497307211324784
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.18775929843061523
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.20162083333333333
4,xgb,0.75,0.6666666666666666,0.875,0.675,0.8,0.31267964626783556
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17328318582420946
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.16075679106877133
5,rf,0.8,0.7272727272727273,0.7944444444444445,0.7,0.72,0.22960124999999998
5,xgb,0.6,0.6666666666666666,0.8253968253968254,0.7,0.72,0.24268601922780603
