fold,model,recall_pos,f1_pos,acc,brier,bal_acc,pr_auc,roc_auc
1,logreg,0.0,0.0,0.6666666666666666,0.18830665725694162,,,
1,svm_rbf,0.0,0.0,0.0,0.38994430679358566,,,
1,rf,0.0,0.0,0.0,0.6158598121612232,,,
1,xgb,0.0,0.0,0.0,0.7093171624727276,,,
2,logreg,0.0,0.0,1.0,1.7495259218577204e-05,,,
2,svm_rbf,0.0,0.0,1.0,0.00035709927295466087,,,
2,rf,0.0,0.0,1.0,0.0006357835440720741,,,
2,xgb,0.0,0.0,1.0,0.0009143446206028775,,,
3,logreg,0.0,0.0,1.0,0.009836091798831008,,,
3,svm_rbf,0.0,0.0,1.0,0.04590386248360911,,,
3,rf,0.0,0.0,0.6666666666666666,0.1188308475708675,,,
3,xgb,0.0,0.0,1.0,0.004660796013987182,,,
4,logreg,0.0,0.0,0.3333333333333333,0.353283720269276,,,
4,svm_rbf,0.0,0.0,0.0,0.9837915112500178,,,
4,rf,0.0,0.0,0.0,0.9536187129078688,,,
4,xgb,0.0,0.0,0.0,0.9256427620340655,,,
5,logreg,0.0,0.0,1.0,0.0442031557674735,,,
5,svm_rbf,0.0,0.0,0.6666666666666666,0.24045027225411583,,,
5,rf,0.0,0.0,1.0,0.1401774791041143,,,
5,xgb,0.0,0.0,0.6666666666666666,0.2216644303638675,,,
6,logreg,0.0,0.0,1.0,6.921960128112444e-07,,,
6,svm_rbf,0.0,0.0,1.0,0.002125397485197363,,,
6,rf,0.0,0.0,1.0,0.01317368137325915,,,
6,xgb,0.0,0.0,1.0,0.00235804226672451,,,
7,logreg,0.0,0.0,1.0,0.016307803343707496,,,
7,svm_rbf,0.0,0.0,1.0,0.06609051715187735,,,
7,rf,0.0,0.0,1.0,0.0722431519035407,,,
7,xgb,0.0,0.0,1.0,0.004991235736817906,,,
8,logreg,0.0,0.0,0.3333333333333333,0.5138537239491641,,,
8,svm_rbf,0.0,0.0,0.0,0.4858073226352653,,,
8,rf,0.0,0.0,0.3333333333333333,0.5277206143681793,,,
8,xgb,0.0,0.0,0.3333333333333333,0.4010884590698652,,,
9,logreg,0.0,0.0,1.0,1.7635202443886416e-05,,,
9,svm_rbf,0.0,0.0,1.0,0.002656062467375982,,,
9,rf,0.0,0.0,1.0,0.0017002222370419101,,,
9,xgb,0.0,0.0,1.0,0.000575795372146609,,,
10,logreg,0.0,0.0,1.0,5.704696304913942e-05,,,
10,svm_rbf,0.0,0.0,1.0,0.0034051484308044375,,,
10,rf,0.0,0.0,1.0,0.0033102700774751306,,,
10,xgb,0.0,0.0,1.0,0.018393299702222494,,,
11,logreg,0.0,0.0,0.3333333333333333,0.4000835922390769,,,
11,svm_rbf,0.0,0.0,1.0,0.03795017852637488,,,
11,rf,0.0,0.0,1.0,0.0478469614590216,,,
11,xgb,0.0,0.0,0.6666666666666666,0.3388196766270364,,,
12,logreg,0.0,0.0,1.0,0.051070871568984405,,,
12,svm_rbf,0.0,0.0,0.0,0.5105953867979571,,,
12,rf,0.0,0.0,1.0,0.16993350763033596,,,
12,xgb,0.0,0.0,0.6666666666666666,0.34315643222959635,,,
13,logreg,0.0,0.0,1.0,0.05082519347775231,,,
13,svm_rbf,0.0,0.0,1.0,0.12448045272053694,,,
13,rf,0.0,0.0,1.0,0.04537886181121902,,,
13,xgb,0.0,0.0,1.0,0.005304649243348585,,,
14,logreg,0.0,0.0,1.0,1.7939428500037735e-05,,,
14,svm_rbf,0.0,0.0,0.3333333333333333,0.37763305042878237,,,
14,rf,0.0,0.0,1.0,0.0711539288791529,,,
14,xgb,0.0,0.0,1.0,0.0029887517543021147,,,
15,logreg,0.0,0.0,0.6666666666666666,0.16764925745215908,,,
15,svm_rbf,0.0,0.0,1.0,0.055238132609661365,,,
15,rf,0.0,0.0,0.6666666666666666,0.09356299182862077,,,
15,xgb,0.0,0.0,0.6666666666666666,0.11225492668772306,,,
16,logreg,0.0,0.0,1.0,0.08410985382543783,,,
16,svm_rbf,0.0,0.0,0.3333333333333333,0.34831162576776015,,,
16,rf,0.0,0.0,0.6666666666666666,0.17043153207263684,,,
16,xgb,0.0,0.0,1.0,0.16502301370428854,,,
17,logreg,0.3333333333333333,0.5,0.3333333333333333,0.5257081048334648,,,
17,svm_rbf,0.0,0.0,0.0,0.8583819531530947,,,
17,rf,0.0,0.0,0.0,0.9065007736428464,,,
17,xgb,0.0,0.0,0.0,0.9429249424890808,,,
18,logreg,0.0,0.0,0.0,0.6395885261977062,,,
18,svm_rbf,0.0,0.0,0.0,0.5373446209890407,,,
18,rf,0.0,0.0,0.0,0.6978857390761851,,,
18,xgb,0.0,0.0,0.0,0.525689964376855,,,
19,logreg,1.0,1.0,1.0,0.05792585682297347,,,
19,svm_rbf,0.3333333333333333,0.5,0.3333333333333333,0.3447311064983523,,,
19,rf,1.0,1.0,1.0,0.09746654446381996,,,
19,xgb,1.0,1.0,1.0,0.013093238836525531,,,
