fold,aug,recall_pos,f1_pos,acc,brier,bal_acc,pr_auc,roc_auc
1,baseline,0.0,0.0,1.0,0.1508438215713923,,,
1,noise_std,0.0,0.0,1.0,0.1508438215713923,,,
1,noise_med,0.0,0.0,1.0,0.1508438215713923,,,
1,shift,0.0,0.0,1.0,0.1508438215713923,,,
1,mixup,0.0,0.0,1.0,0.1508438215713923,,,
1,mixup+shift,0.0,0.0,0.6666666666666666,0.26413940212086706,,,
1,selected,0.0,0.0,0.6666666666666666,0.1156763203588073,,,
2,baseline,0.0,0.0,1.0,0.08134616097874257,,,
2,noise_std,0.0,0.0,1.0,1.0018088146090534e-05,,,
2,noise_med,0.0,0.0,1.0,8.77818586022171e-06,,,
2,shift,0.0,0.0,1.0,2.8149232029223933e-05,,,
2,mixup,0.0,0.0,1.0,0.08134616097874257,,,
2,mixup+shift,0.0,0.0,1.0,1.2450191862921176e-05,,,
2,selected,0.0,0.0,1.0,1.8757770513923254e-05,,,
3,baseline,0.0,0.0,1.0,0.12468549837056637,,,
3,noise_std,0.0,0.0,1.0,0.013870593997073228,,,
3,noise_med,0.0,0.0,1.0,0.014612865175963932,,,
3,shift,0.0,0.0,1.0,0.12468549837056637,,,
3,mixup,0.0,0.0,1.0,0.12468549837056637,,,
3,mixup+shift,0.0,0.0,1.0,0.017055429110330925,,,
3,selected,0.0,0.0,1.0,0.12468549837056637,,,
4,baseline,0.0,0.0,0.3333333333333333,0.2679867232195231,,,
4,noise_std,0.0,0.0,0.0,0.42700595643962963,,,
4,noise_med,0.0,0.0,0.3333333333333333,0.2679867232195231,,,
4,shift,0.0,0.0,0.3333333333333333,0.2679867232195231,,,
4,mixup,0.0,0.0,0.3333333333333333,0.2679867232195231,,,
4,mixup+shift,0.0,0.0,0.6666666666666666,0.20997906581960335,,,
4,selected,0.0,0.0,0.3333333333333333,0.34371286883659663,,,
5,baseline,0.0,0.0,1.0,0.21349705324942034,,,
5,noise_std,0.0,0.0,1.0,0.21349705324942034,,,
5,noise_med,0.0,0.0,1.0,0.21349705324942034,,,
5,shift,0.0,0.0,1.0,0.21349705324942034,,,
5,mixup,0.0,0.0,1.0,0.21349705324942034,,,
5,mixup+shift,0.0,0.0,1.0,0.14157535558747728,,,
5,selected,0.0,0.0,1.0,0.17805437460603482,,,
6,baseline,0.0,0.0,1.0,0.08452502373984967,,,
6,noise_std,0.0,0.0,1.0,3.6935098391092195e-06,,,
6,noise_med,0.0,0.0,1.0,0.08452502373984967,,,
6,shift,0.0,0.0,1.0,6.847583812646282e-06,,,
6,mixup,0.0,0.0,1.0,0.08452502373984967,,,
6,mixup+shift,0.0,0.0,1.0,7.988199840071929e-06,,,
6,selected,0.0,0.0,1.0,3.530036334792493e-06,,,
7,baseline,0.0,0.0,1.0,0.13411126375194368,,,
