fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.007485215156544147
1,svm_rbf,1.0,0.9090909090909091,0.71,0.9,0.8,0.18132106461444003
1,rf,0.6,0.6666666666666666,0.7861904761904761,0.7,0.8,0.192708125
1,xgb,0.4,0.4444444444444444,0.7533333333333332,0.5,0.64,0.27790798741408995
2,logreg,0.6,0.6,0.7753968253968253,0.6,0.6799999999999999,0.2852025025883759
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.24914735857105078
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.2612225
2,xgb,0.4,0.5,0.7753968253968253,0.6000000000000001,0.6799999999999999,0.27879177944643213
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.2821248650704966
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.10254629961869188
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.14586180555555553
3,xgb,1.0,0.8,0.95,0.8,0.9500000000000001,0.14518274450776525
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.13274116151913237
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.22565174955426168
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.20686875
4,xgb,0.75,0.6,0.875,0.575,0.8,0.31935792815457187
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.1774909267395822
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.15059202032789443
5,rf,0.8,0.7272727272727273,0.8583333333333332,0.7,0.8,0.22753750000000003
5,xgb,0.6,0.6666666666666666,0.8392857142857142,0.7,0.76,0.27822212569343746
