fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.006576705822832448
1,svm_rbf,1.0,0.9090909090909091,0.71,0.9,0.8,0.1810534177848489
1,rf,0.4,0.5,0.7961904761904761,0.6000000000000001,0.8,0.193529375
1,xgb,0.8,0.7272727272727273,0.7533333333333332,0.7,0.64,0.24566212435718748
2,logreg,0.4,0.5,0.7453968253968253,0.6000000000000001,0.64,0.2916123246719417
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.24772945663127177
2,rf,0.6,0.6666666666666666,0.8142857142857143,0.7,0.68,0.25226187499999997
2,xgb,0.4,0.5,0.7944444444444445,0.6000000000000001,0.72,0.2573403119959304
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.28273539301261
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.11901309852178134
3,rf,1.0,0.8,0.8875,0.8,0.9,0.15473263888888888
3,xgb,1.0,0.8888888888888888,0.6791666666666667,0.9,0.8,0.13808661567993222
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.12971268319490564
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.19657539198675936
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.21447638888888887
4,xgb,0.75,0.6,0.875,0.575,0.8,0.32654543922094015
5,logreg,0.8,0.8,0.7861904761904761,0.8,0.8,0.1764210108649314
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.17004886602869201
5,rf,0.8,0.7272727272727273,0.7644444444444445,0.7,0.68,0.25558875
5,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.29374510581241536
