fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.019135693258657348
1,svm_rbf,0.8,0.7272727272727273,0.6683333333333333,0.7,0.72,0.20065446865820338
1,rf,0.6,0.6,0.7226190476190477,0.6,0.6799999999999999,0.21563374999999999
1,xgb,0.4,0.4,0.7392857142857143,0.4,0.64,0.3322929056069169
2,logreg,0.4,0.4444444444444444,0.7592857142857143,0.5,0.68,0.29380972613315964
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.24733559345201725
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.274654375
2,xgb,0.4,0.5,0.6866666666666665,0.6000000000000001,0.6,0.29139370711022106
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.2794082913023752
3,svm_rbf,1.0,0.8,0.95,0.8,0.9500000000000001,0.1430499066385834
3,rf,1.0,0.8,0.8875,0.8,0.9,0.1589326388888889
3,xgb,1.0,0.8,0.95,0.8,0.9500000000000001,0.17337211009228476
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.13776389965363947
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.24806692417903736
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.19330902777777775
4,xgb,0.75,0.6666666666666666,0.875,0.675,0.8,0.288340117457319
5,logreg,0.8,0.7272727272727273,0.7861904761904761,0.7,0.8,0.1906969760499402
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.15662596826835468
5,rf,0.8,0.7272727272727273,0.6977777777777777,0.7,0.66,0.25331187499999996
5,xgb,0.6,0.6,0.7644444444444445,0.6,0.68,0.33835850773188125
