fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.005151573166340439
1,svm_rbf,1.0,0.7692307692307693,0.71,0.7,0.8,0.18378206097809535
1,rf,0.4,0.5,0.769047619047619,0.6000000000000001,0.76,0.1959325
1,xgb,0.8,0.8,0.7861904761904761,0.8,0.8,0.1871746219438997
2,logreg,0.6,0.6666666666666666,0.7753968253968253,0.7,0.6799999999999999,0.24894498442972232
2,svm_rbf,0.6,0.6666666666666666,0.7388888888888889,0.7,0.56,0.24873034689168283
2,rf,0.4,0.4444444444444444,0.7,0.5,0.52,0.29210875
2,xgb,0.4,0.5,0.7253968253968255,0.6000000000000001,0.6,0.3051658587056648
3,logreg,0.75,0.6666666666666666,0.5666666666666667,0.675,0.6,0.30157423970734104
3,svm_rbf,1.0,0.7272727272727273,1.0,0.7,1.0,0.13174368401333156
3,rf,1.0,0.8,0.9166666666666666,0.8,0.9,0.18492013888888892
3,xgb,1.0,0.8888888888888888,0.95,0.9,0.9500000000000001,0.09526820731847564
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.11971782735289513
4,svm_rbf,0.75,0.75,0.95,0.775,0.9500000000000001,0.15278253602590053
4,rf,0.75,0.6,0.875,0.575,0.8,0.2099902777777778
4,xgb,0.75,0.6666666666666666,0.8125,0.675,0.75,0.2980839808717078
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.19517436379205083
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.17499313274785278
5,rf,0.8,0.8,0.911111111111111,0.8,0.8400000000000001,0.1837
5,xgb,0.6,0.75,0.8392857142857142,0.8,0.76,0.19528440091780638
