fold,aug,recall_pos,f1_pos,acc,brier,bal_acc,pr_auc,roc_auc
1,baseline,1.0,0.967741935483871,0.9666666666666667,0.10561958594698356,0.9666666666666667,1.0,1.0
1,noise_std,1.0,0.967741935483871,0.9666666666666667,0.10561958594698356,0.9666666666666667,1.0,1.0
1,noise_med,1.0,0.967741935483871,0.9666666666666667,0.017971463388946753,0.9666666666666667,1.0,1.0
1,shift,1.0,0.967741935483871,0.9666666666666667,0.10561958594698356,0.9666666666666667,1.0,1.0
1,mixup,1.0,0.967741935483871,0.9666666666666667,0.10561958594698356,0.9666666666666667,1.0,1.0
1,mixup+shift,1.0,0.967741935483871,0.9666666666666667,0.022397934749193195,0.9666666666666667,1.0,1.0
1,selected,1.0,0.967741935483871,0.9666666666666667,0.01766891912305512,0.9666666666666667,1.0,1.0
2,baseline,0.4666666666666667,0.6086956521739131,0.7,0.20345310420577664,0.7,0.7843869132895502,0.6888888888888889
2,noise_std,0.6,0.72,0.7666666666666667,0.2142455271556994,0.7666666666666666,0.8084018944018942,0.7333333333333334
2,noise_med,0.4666666666666667,0.6086956521739131,0.7,0.20345310420577664,0.7,0.7843869132895502,0.6888888888888889
2,shift,0.6,0.72,0.7666666666666667,0.21641613858666053,0.7666666666666666,0.7992811841942276,0.7155555555555555
2,mixup,0.6,0.6666666666666666,0.7,0.21514390742895587,0.7,0.8107551843867633,0.7511111111111111
2,mixup+shift,0.6,0.72,0.7666666666666667,0.21932376517585053,0.7666666666666666,0.8078569714885504,0.7377777777777778
2,selected,0.4666666666666667,0.5833333333333334,0.6666666666666666,0.22708199669670234,0.6666666666666667,0.7818574388574389,0.6933333333333334
3,baseline,0.75,0.6923076923076923,0.7037037037037037,0.17477129635233749,0.7083333333333333,0.7704770923520924,0.8222222222222222
3,noise_std,0.75,0.6666666666666666,0.6666666666666666,0.2579175917823177,0.675,0.6230424453141171,0.7277777777777777
3,noise_med,0.75,0.6923076923076923,0.7037037037037037,0.17477129635233749,0.7083333333333333,0.7704770923520924,0.8222222222222222
3,shift,0.75,0.6923076923076923,0.7037037037037037,0.17477129635233749,0.7083333333333333,0.7704770923520924,0.8222222222222222
3,mixup,0.9166666666666666,0.7857142857142857,0.7777777777777778,0.1734958796528406,0.7916666666666666,0.6706696693829047,0.788888888888889
3,mixup+shift,0.75,0.6923076923076923,0.7037037037037037,0.2197325518274874,0.7083333333333333,0.6313940960999785,0.7333333333333334
3,selected,0.5833333333333334,0.56,0.5925925925925926,0.307136297470437,0.5916666666666667,0.5958021417580242,0.6944444444444444
4,baseline,0.75,0.8181818181818182,0.8518518518518519,0.14470253983813808,0.8416666666666667,0.8829649882281462,0.8388888888888889
4,noise_std,0.75,0.8181818181818182,0.8518518518518519,0.14785129963031482,0.8416666666666667,0.8715217391304348,0.8055555555555556
4,noise_med,0.75,0.8181818181818182,0.8518518518518519,0.14470253983813808,0.8416666666666667,0.8829649882281462,0.8388888888888889
4,shift,0.75,0.8181818181818182,0.8518518518518519,0.1442614420684859,0.8416666666666667,0.8685587761674719,0.7944444444444445
4,mixup,0.75,0.8181818181818182,0.8518518518518519,0.14917462613748908,0.8416666666666667,0.8851475279106858,0.8444444444444444
4,mixup+shift,0.75,0.8181818181818182,0.8518518518518519,0.14470253983813808,0.8416666666666667,0.8829649882281462,0.8388888888888889
4,selected,0.75,0.8181818181818182,0.8518518518518519,0.14688061669714367,0.8416666666666667,0.8731884057971016,0.8111111111111111
5,baseline,0.6666666666666666,0.7692307692307693,0.8,0.17081006326780748,0.8,0.933805742188095,0.9377777777777778
5,noise_std,0.6666666666666666,0.7692307692307693,0.8,0.17081006326780748,0.8,0.933805742188095,0.9377777777777778
5,noise_med,0.8,0.8,0.8,0.16438947260709458,0.8,0.8744886789623632,0.8666666666666667
5,shift,0.8,0.8,0.8,0.16994108336683184,0.8,0.8678212528212528,0.8533333333333333
5,mixup,0.6666666666666666,0.7692307692307693,0.8,0.17081006326780748,0.8,0.933805742188095,0.9377777777777778
5,mixup+shift,0.8,0.8,0.8,0.1581086665593571,0.8,0.89521967311441,0.8844444444444445
5,selected,0.6666666666666666,0.7692307692307693,0.8,0.17081006326780748,0.8,0.933805742188095,0.9377777777777778
