outer_fold,model,noise_std,noise_med,shift,mixup,p_apply,score,qc_auc,mmd2,knn_overlap,skipped
1,logreg,0.0,0.015,2.0,0.2,0.5,0.8555847886901368,,,,False
1,logreg,0.0,0.015,2.0,0.4,0.5,0.8143498840510484,,,,False
1,logreg,0.0,0.015,2.0,0.6,0.5,0.8441239932376717,,,,False
1,logreg,0.0,0.015,4.0,0.0,0.5,,0.6152277623884272,4.0169511760668186e-05,1.0,True
1,logreg,0.0,0.015,4.0,0.2,0.5,0.8183290089243368,,,,False
1,logreg,0.0,0.015,4.0,0.4,0.5,0.8127187272857559,,,,False
1,logreg,0.0,0.015,4.0,0.6,0.5,0.7935833709846035,,,,False
1,logreg,0.0,0.03,0.0,0.0,0.5,,0.8014773776546629,3.1209692821221324e-06,1.0,True
1,logreg,0.0,0.03,0.0,0.2,0.5,0.8530193907770146,,,,False
1,logreg,0.0,0.03,0.0,0.4,0.5,0.832474545441617,,,,False
1,logreg,0.0,0.03,0.0,0.6,0.5,0.778824403502087,,,,False
1,logreg,0.0,0.03,1.0,0.0,0.5,,0.6126115727916283,2.2738241807207515e-06,1.0,True
1,logreg,0.0,0.03,1.0,0.2,0.5,0.7949990347869353,,,,False
1,logreg,0.0,0.03,1.0,0.4,0.5,0.8372688833481319,,,,False
1,logreg,0.0,0.03,1.0,0.6,0.5,0.8241275290889053,,,,False
1,logreg,0.0,0.03,2.0,0.0,0.5,,0.6055324715297015,8.264823101233887e-06,1.0,True
1,logreg,0.0,0.03,2.0,0.2,0.5,0.8368807036076144,,,,False
1,logreg,0.0,0.03,2.0,0.4,0.5,0.8074710255966092,,,,False
1,logreg,0.0,0.03,2.0,0.6,0.5,0.8113675508445103,,,,False
1,logreg,0.0,0.03,4.0,0.0,0.5,,0.6387734687596184,3.232154270316201e-05,0.9956140350877193,True
1,logreg,0.0,0.03,4.0,0.2,0.5,0.7881155757482899,,,,False
1,logreg,0.0,0.03,4.0,0.4,0.5,,0.6080973632912691,0.0005315581160016958,0.9853801169590644,True
1,logreg,0.0,0.03,4.0,0.6,0.5,,0.6079306453267672,0.0007258567205115085,0.9707602339181286,True
1,logreg,0.005,0.0,0.0,0.0,0.5,,0.7055247768544167,1.102031866651032e-06,1.0,True
1,logreg,0.005,0.0,0.0,0.2,0.5,0.847305999623788,,,,False
1,logreg,0.005,0.0,0.0,0.4,0.5,0.8239092114710623,,,,False
1,logreg,0.005,0.0,0.0,0.6,0.5,0.8239930138773074,,,,False
1,logreg,0.005,0.0,1.0,0.0,0.5,0.8231158482422609,,,,False
1,logreg,0.005,0.0,1.0,0.2,0.5,0.8460684461779966,,,,False
1,logreg,0.005,0.0,1.0,0.4,0.5,0.821683025043224,,,,False
1,logreg,0.005,0.0,1.0,0.6,0.5,0.8139463166479851,,,,False
1,logreg,0.005,0.0,2.0,0.0,0.5,0.8435172823476553,,,,False
1,logreg,0.005,0.0,2.0,0.2,0.5,0.8133641451399551,,,,False
1,logreg,0.005,0.0,2.0,0.4,0.5,0.8466735307853637,,,,False
1,logreg,0.005,0.0,2.0,0.6,0.5,0.8105312890453829,,,,False
1,logreg,0.005,0.0,4.0,0.0,0.5,,0.6192289935364728,4.898108618589525e-05,1.0,True
1,logreg,0.005,0.0,4.0,0.2,0.5,0.8064159283913511,,,,False
1,logreg,0.005,0.0,4.0,0.4,0.5,0.8073729223220741,,,,False
1,logreg,0.005,0.0,4.0,0.6,0.5,0.823364495253577,,,,False
1,logreg,0.01,0.0,0.0,0.0,0.5,,0.7690827947060634,4.327337042031587e-06,1.0,True
1,logreg,0.01,0.0,0.0,0.2,0.5,,0.6144967682363804,0.0012677939398553217,0.9605263157894737,True
1,logreg,0.01,0.0,0.0,0.4,0.5,,0.6261349646044937,0.001239992051194072,0.9692982456140351,True
1,logreg,0.01,0.0,0.0,0.6,0.5,0.7811286741547697,,,,False
1,logreg,0.01,0.0,1.0,0.0,0.5,,0.6697830101569713,2.420062828356606e-06,1.0,True
1,logreg,0.01,0.0,1.0,0.2,0.5,0.8446083362186879,,,,False
1,logreg,0.01,0.0,1.0,0.4,0.5,,0.6000564276187546,0.0007118278704674186,0.9619883040935673,True
1,logreg,0.01,0.0,1.0,0.6,0.5,0.7911127053718472,,,,False
1,logreg,0.01,0.0,2.0,0.0,0.5,,0.6530086180363188,5.745358489628316e-06,1.0,True
1,logreg,0.01,0.0,2.0,0.2,0.5,0.8066021480156215,,,,False
1,logreg,0.01,0.0,2.0,0.4,0.5,0.8240531761517906,,,,False
1,logreg,0.01,0.0,2.0,0.6,0.5,0.8175994194322181,,,,False
1,logreg,0.01,0.0,4.0,0.0,0.5,,0.6668205601723607,0.00011766693764969638,1.0,True
1,logreg,0.01,0.0,4.0,0.2,0.5,,0.6072637734687596,0.000257456477304574,0.9883040935672515,True
1,logreg,0.01,0.0,4.0,0.4,0.5,,0.6044680414486509,0.0005365909496333199,0.9853801169590644,True
1,logreg,0.01,0.0,4.0,0.6,0.5,,0.6122909613214322,0.00045164705695643903,0.9619883040935673,True
1,logreg,0.02,0.0,0.0,0.0,0.5,,0.9114342874730686,1.7600749117274717e-05,1.0,True
1,logreg,0.02,0.0,0.0,0.2,0.5,,0.6741689750692521,0.0006848426762873228,0.9824561403508771,True
1,logreg,0.02,0.0,0.0,0.4,0.5,,0.6990227762388428,0.0007370176649976745,0.9736842105263158,True
1,logreg,0.02,0.0,0.0,0.6,0.5,,0.6939058171745153,0.0021137986060337788,0.9254385964912281,True
1,logreg,0.02,0.0,1.0,0.0,0.5,,0.6841335795629424,6.678534503423705e-06,1.0,True
1,logreg,0.02,0.0,1.0,0.2,0.5,,0.6577151944187954,0.00022572636324857953,0.9941520467836257,True
1,logreg,0.02,0.0,1.0,0.4,0.5,,0.6358366676926233,0.0006906280783569585,0.9444444444444444,True
1,logreg,0.02,0.0,1.0,0.6,0.5,,0.625,0.0016611667111305906,0.9766081871345029,True
1,logreg,0.02,0.0,2.0,0.0,0.5,,0.727877808556479,1.1067683605370249e-05,1.0,True
1,logreg,0.02,0.0,2.0,0.2,0.5,,0.6489047912178105,0.00037363447247451553,0.9649122807017544,True
1,logreg,0.02,0.0,2.0,0.4,0.5,,0.6315917718272288,0.001065977200148449,0.9590643274853801,True
1,logreg,0.02,0.0,2.0,0.6,0.5,,0.6407997332512567,0.0007125348570780066,0.9649122807017544,True
1,logreg,0.02,0.0,4.0,0.0,0.5,,0.7349953831948293,3.811581697732436e-05,0.9956140350877193,True
1,logreg,0.02,0.0,4.0,0.2,0.5,,0.6527136554837386,0.0003853180320079197,0.9824561403508771,True
1,logreg,0.02,0.0,4.0,0.4,0.5,,0.6455832563865805,0.00025889548717339395,0.9619883040935673,True
1,logreg,0.02,0.0,4.0,0.6,0.5,,0.6551246537396123,0.0007597497501266037,0.9736842105263158,True
1,svm_rbf,0.0,0.0,0.0,0.0,0.5,0.8026877646044968,,,,False
1,svm_rbf,0.0,0.0,0.0,0.2,0.5,0.8606672813671787,,,,False
1,svm_rbf,0.0,0.0,0.0,0.4,0.5,0.8697360057558111,,,,False
1,svm_rbf,0.0,0.0,0.0,0.6,0.5,0.8015720027695202,,,,False
1,svm_rbf,0.0,0.0,1.0,0.0,0.5,0.8059848512508809,,,,False
1,svm_rbf,0.0,0.0,1.0,0.2,0.5,0.888354580962677,,,,False
1,svm_rbf,0.0,0.0,1.0,0.4,0.5,0.8789996701756465,,,,False
1,svm_rbf,0.0,0.0,1.0,0.6,0.5,0.8655714240188521,,,,False
1,svm_rbf,0.0,0.0,2.0,0.0,0.5,,0.6205755617112958,6.999307702781898e-05,1.0,True
1,svm_rbf,0.0,0.0,2.0,0.2,0.5,0.8752705038578085,,,,False
1,svm_rbf,0.0,0.0,2.0,0.4,0.5,0.8549259273181179,,,,False
1,svm_rbf,0.0,0.0,2.0,0.6,0.5,0.8266348619287808,,,,False
1,svm_rbf,0.0,0.0,4.0,0.0,0.5,,0.6798245614035088,0.00014226651045268213,0.9912280701754386,True
1,svm_rbf,0.0,0.0,4.0,0.2,0.5,,0.6118805786395815,0.0006491429087229772,0.9780701754385965,True
1,svm_rbf,0.0,0.0,4.0,0.4,0.5,,0.6321752847029856,0.0025387014572906264,0.9736842105263158,True
1,svm_rbf,0.0,0.0,4.0,0.6,0.5,,0.6452754693751924,0.0012961728648244186,0.956140350877193,True
1,svm_rbf,0.0,0.005,0.0,0.0,0.5,0.8026877646044968,,,,False
1,svm_rbf,0.0,0.005,0.0,0.2,0.5,0.8910209388775439,,,,False
1,svm_rbf,0.0,0.005,0.0,0.4,0.5,0.8785406866765948,,,,False
1,svm_rbf,0.0,0.005,0.0,0.6,0.5,0.8571189778188754,,,,False
1,svm_rbf,0.0,0.005,1.0,0.0,0.5,0.8871560556563013,,,,False
1,svm_rbf,0.0,0.005,1.0,0.2,0.5,0.888423465189249,,,,False
1,svm_rbf,0.0,0.005,1.0,0.4,0.5,0.8717223515480746,,,,False
1,svm_rbf,0.0,0.005,1.0,0.6,0.5,0.8608076928329583,,,,False
1,svm_rbf,0.0,0.005,2.0,0.0,0.5,0.8896746483247459,,,,False
1,svm_rbf,0.0,0.005,2.0,0.2,0.5,0.8887153368233521,,,,False
1,svm_rbf,0.0,0.005,2.0,0.4,0.5,0.8849067060533503,,,,False
1,svm_rbf,0.0,0.005,2.0,0.6,0.5,0.8833523343458415,,,,False
1,svm_rbf,0.0,0.005,4.0,0.0,0.5,,0.6163050169282857,2.886901362741945e-05,1.0,True
1,svm_rbf,0.0,0.005,4.0,0.2,0.5,0.8739783495692964,,,,False
1,svm_rbf,0.0,0.005,4.0,0.4,0.5,0.8869699983701175,,,,False
1,svm_rbf,0.0,0.005,4.0,0.6,0.5,0.8821231858404593,,,,False
1,svm_rbf,0.0,0.015,0.0,0.0,0.5,,0.6642813173284088,6.686194347071961e-07,1.0,True
1,svm_rbf,0.0,0.015,0.0,0.2,0.5,0.8593247710078464,,,,False
1,svm_rbf,0.0,0.015,0.0,0.4,0.5,0.8295159210074683,,,,False
1,svm_rbf,0.0,0.015,0.0,0.6,0.5,0.8565355900006709,,,,False
1,svm_rbf,0.0,0.015,1.0,0.0,0.5,0.8910508154117851,,,,False
1,svm_rbf,0.0,0.015,1.0,0.2,0.5,0.8917227199302312,,,,False
1,svm_rbf,0.0,0.015,1.0,0.4,0.5,0.8276880081019412,,,,False
1,svm_rbf,0.0,0.015,1.0,0.6,0.5,0.867041085189645,,,,False
1,svm_rbf,0.0,0.015,2.0,0.0,0.5,0.8888229440312775,,,,False
1,svm_rbf,0.0,0.015,2.0,0.2,0.5,0.8869316551287761,,,,False
1,svm_rbf,0.0,0.015,2.0,0.4,0.5,0.882021367172511,,,,False
1,svm_rbf,0.0,0.015,2.0,0.6,0.5,0.8881251409355778,,,,False
1,svm_rbf,0.0,0.015,4.0,0.0,0.5,,0.603185595567867,5.962929831371255e-05,1.0,True
1,svm_rbf,0.0,0.015,4.0,0.2,0.5,0.8874415341289414,,,,False
1,svm_rbf,0.0,0.015,4.0,0.4,0.5,0.8882880194451704,,,,False
1,svm_rbf,0.0,0.015,4.0,0.6,0.5,0.8853288386343904,,,,False
1,svm_rbf,0.0,0.03,0.0,0.0,0.5,,0.7226069559864573,2.6805895050330264e-06,1.0,True
1,svm_rbf,0.0,0.03,0.0,0.2,0.5,0.8908326389028,,,,False
1,svm_rbf,0.0,0.03,0.0,0.4,0.5,0.8881891521891484,,,,False
1,svm_rbf,0.0,0.03,0.0,0.6,0.5,0.8295159210074683,,,,False
1,svm_rbf,0.0,0.03,1.0,0.0,0.5,0.867041085189645,,,,False
1,svm_rbf,0.0,0.03,1.0,0.2,0.5,0.8921145875073678,,,,False
1,svm_rbf,0.0,0.03,1.0,0.4,0.5,0.8942597589085398,,,,False
1,svm_rbf,0.0,0.03,1.0,0.6,0.5,0.8917614395278634,,,,False
1,svm_rbf,0.0,0.03,2.0,0.0,0.5,,0.6203447214527547,2.047287763451422e-05,1.0,True
1,svm_rbf,0.0,0.03,2.0,0.2,0.5,0.8913457801581796,,,,False
1,svm_rbf,0.0,0.03,2.0,0.4,0.5,0.8870174409465346,,,,False
1,svm_rbf,0.0,0.03,2.0,0.6,0.5,0.8887999393039058,,,,False
1,svm_rbf,0.0,0.03,4.0,0.0,0.5,,0.6499307479224377,3.050524052516934e-05,1.0,True
1,svm_rbf,0.0,0.03,4.0,0.2,0.5,0.8885410314083364,,,,False
1,svm_rbf,0.0,0.03,4.0,0.4,0.5,,0.6050066687185801,0.0010651524377087718,0.9619883040935673,True
1,svm_rbf,0.0,0.03,4.0,0.6,0.5,0.9011556643567901,,,,False
1,svm_rbf,0.005,0.0,0.0,0.0,0.5,,0.74507540781779,1.0841131332650633e-06,1.0,True
1,svm_rbf,0.005,0.0,0.0,0.2,0.5,0.825563061081526,,,,False
1,svm_rbf,0.005,0.0,0.0,0.4,0.5,0.8609935294638947,,,,False
1,svm_rbf,0.005,0.0,0.0,0.6,0.5,0.8925468989254126,,,,False
1,svm_rbf,0.005,0.0,1.0,0.0,0.5,0.8664313765843726,,,,False
1,svm_rbf,0.005,0.0,1.0,0.2,0.5,0.8686812160659586,,,,False
1,svm_rbf,0.005,0.0,1.0,0.4,0.5,0.8833239420289979,,,,False
1,svm_rbf,0.005,0.0,1.0,0.6,0.5,0.8788194174374087,,,,False
1,svm_rbf,0.005,0.0,2.0,0.0,0.5,0.86829059039156,,,,False
1,svm_rbf,0.005,0.0,2.0,0.2,0.5,0.867684985906645,,,,False
1,svm_rbf,0.005,0.0,2.0,0.4,0.5,0.8814640008112192,,,,False
1,svm_rbf,0.005,0.0,2.0,0.6,0.5,0.8826335456339051,,,,False
1,svm_rbf,0.005,0.0,4.0,0.0,0.5,,0.6197676208064019,4.3542547257358066e-05,1.0,True
1,svm_rbf,0.005,0.0,4.0,0.2,0.5,0.8218303966552772,,,,False
1,svm_rbf,0.005,0.0,4.0,0.4,0.5,0.8758825317636062,,,,False
1,svm_rbf,0.005,0.0,4.0,0.6,0.5,0.894515768287406,,,,False
1,svm_rbf,0.01,0.0,0.0,0.0,0.5,,0.8165589412126808,4.419896672880341e-06,1.0,True
1,svm_rbf,0.01,0.0,0.0,0.2,0.5,0.8873660257914912,,,,False
1,svm_rbf,0.01,0.0,0.0,0.4,0.5,0.8882256180826852,,,,False
1,svm_rbf,0.01,0.0,0.0,0.6,0.5,0.8288268338932948,,,,False
1,svm_rbf,0.01,0.0,1.0,0.0,0.5,,0.6834025854108956,2.82615573032885e-06,1.0,True
1,svm_rbf,0.01,0.0,1.0,0.2,0.5,0.8237977254321995,,,,False
1,svm_rbf,0.01,0.0,1.0,0.4,0.5,0.8844572518342831,,,,False
1,svm_rbf,0.01,0.0,1.0,0.6,0.5,0.8211145638588255,,,,False
1,svm_rbf,0.01,0.0,2.0,0.0,0.5,,0.6112265312403816,7.00236574968649e-06,1.0,True
1,svm_rbf,0.01,0.0,2.0,0.2,0.5,0.8844158889837,,,,False
1,svm_rbf,0.01,0.0,2.0,0.4,0.5,,0.6020955165692007,0.000616448118690327,0.9649122807017544,True
1,svm_rbf,0.01,0.0,2.0,0.6,0.5,0.8577528352852598,,,,False
1,svm_rbf,0.01,0.0,4.0,0.0,0.5,,0.6478147122191443,2.80139602761853e-05,0.9956140350877193,True
1,svm_rbf,0.01,0.0,4.0,0.2,0.5,,0.6015953626756951,0.0005407739269509548,0.9912280701754386,True
1,svm_rbf,0.01,0.0,4.0,0.4,0.5,,0.6132912691084436,0.00044059891419401254,0.9678362573099415,True
1,svm_rbf,0.01,0.0,4.0,0.6,0.5,0.8738116339054539,,,,False
1,svm_rbf,0.02,0.0,0.0,0.0,0.5,,0.93290243151739,1.8749633055481496e-05,1.0,True
1,svm_rbf,0.02,0.0,0.0,0.2,0.5,,0.6959641428131733,0.0009333605100345643,0.9824561403508771,True
1,svm_rbf,0.02,0.0,0.0,0.4,0.5,,0.7004462911665128,0.0015044972601083728,0.9517543859649122,True
1,svm_rbf,0.02,0.0,0.0,0.6,0.5,,0.6893082486919052,0.0010398473555361942,0.9736842105263158,True
1,svm_rbf,0.02,0.0,1.0,0.0,0.5,,0.7196829793782702,5.8035986156834696e-06,1.0,True
1,svm_rbf,0.02,0.0,1.0,0.2,0.5,,0.6135477582846004,0.0005727611874946081,0.9824561403508771,True
1,svm_rbf,0.02,0.0,1.0,0.4,0.5,,0.6535985431414795,0.0008249158408477619,0.9736842105263158,True
1,svm_rbf,0.02,0.0,1.0,0.6,0.5,,0.6441469170001026,0.0008592975712209405,0.9619883040935673,True
1,svm_rbf,0.02,0.0,2.0,0.0,0.5,,0.743497999384426,1.9361776801174457e-05,1.0,True
1,svm_rbf,0.02,0.0,2.0,0.2,0.5,,0.6474556273725248,0.0002053452465218264,0.9824561403508771,True
1,svm_rbf,0.02,0.0,2.0,0.4,0.5,,0.62547450497589,0.00040662632984878044,0.9853801169590644,True
1,svm_rbf,0.02,0.0,2.0,0.6,0.5,,0.6379527033959167,0.0007788775533732473,0.9766081871345029,True
1,svm_rbf,0.02,0.0,4.0,0.0,0.5,,0.7226069559864574,5.5816528444996294e-05,0.9956140350877193,True
1,svm_rbf,0.02,0.0,4.0,0.2,0.5,,0.6490715091823125,0.0002661290814374162,0.9941520467836257,True
1,svm_rbf,0.02,0.0,4.0,0.4,0.5,,0.6658202523853494,0.0002895724177063297,0.9824561403508771,True
1,svm_rbf,0.02,0.0,4.0,0.6,0.5,,0.6517518210731508,0.0005349074156577593,0.9766081871345029,True
1,rf,0.0,0.0,0.0,0.0,0.5,0.7014173341426431,,,,False
1,rf,0.0,0.0,0.0,0.2,0.5,0.7014173341426431,,,,False
1,rf,0.0,0.0,0.0,0.4,0.5,0.8326493174363977,,,,False
1,rf,0.0,0.0,0.0,0.6,0.5,0.7014173341426431,,,,False
1,rf,0.0,0.0,1.0,0.0,0.5,0.8114497007549852,,,,False
1,rf,0.0,0.0,1.0,0.2,0.5,0.7123036230073124,,,,False
1,rf,0.0,0.0,1.0,0.4,0.5,0.8167134876212105,,,,False
1,rf,0.0,0.0,1.0,0.6,0.5,0.7035293547075453,,,,False
1,rf,0.0,0.0,2.0,0.0,0.5,,0.6207294552169899,3.189345687748535e-05,1.0,True
1,rf,0.0,0.0,2.0,0.2,0.5,0.8026844074940787,,,,False
1,rf,0.0,0.0,2.0,0.4,0.5,0.7174062198969752,,,,False
1,rf,0.0,0.0,2.0,0.6,0.5,0.8429738999142314,,,,False
1,rf,0.0,0.0,4.0,0.0,0.5,,0.7102954755309328,0.00027402244842367196,1.0,True
1,rf,0.0,0.0,4.0,0.2,0.5,0.7309336283203242,,,,False
1,rf,0.0,0.0,4.0,0.4,0.5,,0.6321175746383503,0.0012460461818950552,0.9605263157894737,True
1,rf,0.0,0.0,4.0,0.6,0.5,,0.6205370883348722,0.0014256169330557622,0.9429824561403509,True
1,rf,0.0,0.005,0.0,0.0,0.5,0.8189907137034761,,,,False
1,rf,0.0,0.005,0.0,0.2,0.5,0.839278872811794,,,,False
1,rf,0.0,0.005,0.0,0.4,0.5,0.8256132019504915,,,,False
1,rf,0.0,0.005,0.0,0.6,0.5,0.812857684337446,,,,False
1,rf,0.0,0.005,1.0,0.0,0.5,0.8233001929834799,,,,False
1,rf,0.0,0.005,1.0,0.2,0.5,0.8311580194127958,,,,False
1,rf,0.0,0.005,1.0,0.4,0.5,0.8182671417057601,,,,False
1,rf,0.0,0.005,1.0,0.6,0.5,0.7219386220117214,,,,False
1,rf,0.0,0.005,2.0,0.0,0.5,0.8207675539682335,,,,False
1,rf,0.0,0.005,2.0,0.2,0.5,0.8187593820719767,,,,False
1,rf,0.0,0.005,2.0,0.4,0.5,0.8183020959433499,,,,False
1,rf,0.0,0.005,2.0,0.6,0.5,0.8413846173596347,,,,False
1,rf,0.0,0.005,4.0,0.0,0.5,,0.6147660818713451,3.939064077496113e-05,0.9912280701754386,True
1,rf,0.0,0.005,4.0,0.2,0.5,0.8190914992058566,,,,False
1,rf,0.0,0.005,4.0,0.4,0.5,0.8169966732337733,,,,False
1,rf,0.0,0.005,4.0,0.6,0.5,0.7986018614974584,,,,False
1,rf,0.0,0.015,0.0,0.0,0.5,,0.6516620498614959,7.383888958045759e-07,1.0,True
1,rf,0.0,0.015,0.0,0.2,0.5,0.8127144218886487,,,,False
1,rf,0.0,0.015,0.0,0.4,0.5,0.8166487923739817,,,,False
1,rf,0.0,0.015,0.0,0.6,0.5,0.815710693023437,,,,False
1,rf,0.0,0.015,1.0,0.0,0.5,0.8077318564139171,,,,False
1,rf,0.0,0.015,1.0,0.2,0.5,0.817789885712302,,,,False
1,rf,0.0,0.015,1.0,0.4,0.5,0.822631810269964,,,,False
1,rf,0.0,0.015,1.0,0.6,0.5,0.810527939471008,,,,False
1,rf,0.0,0.015,2.0,0.0,0.5,0.8049460293833519,,,,False
1,rf,0.0,0.015,2.0,0.2,0.5,0.8097090762558988,,,,False
1,rf,0.0,0.015,2.0,0.4,0.5,0.8120204166092585,,,,False
1,rf,0.0,0.015,2.0,0.6,0.5,0.8212940433974619,,,,False
1,rf,0.0,0.015,4.0,0.0,0.5,,0.6283471837488458,4.373288668668707e-05,1.0,True
1,rf,0.0,0.015,4.0,0.2,0.5,0.832824035176591,,,,False
1,rf,0.0,0.015,4.0,0.4,0.5,0.8003476385429998,,,,False
1,rf,0.0,0.015,4.0,0.6,0.5,0.8333964923863261,,,,False
1,rf,0.0,0.03,0.0,0.0,0.5,,0.7510772545398584,2.72067443773949e-06,1.0,True
1,rf,0.0,0.03,0.0,0.2,0.5,0.8124544959530104,,,,False
1,rf,0.0,0.03,0.0,0.4,0.5,0.8195798711962284,,,,False
1,rf,0.0,0.03,0.0,0.6,0.5,0.7161401380882375,,,,False
1,rf,0.0,0.03,1.0,0.0,0.5,,0.6109572176054171,2.0619629497176106e-06,1.0,True
1,rf,0.0,0.03,1.0,0.2,0.5,0.7939846194912686,,,,False
1,rf,0.0,0.03,1.0,0.4,0.5,0.8082255419609846,,,,False
1,rf,0.0,0.03,1.0,0.6,0.5,0.7209658866457113,,,,False
1,rf,0.0,0.03,2.0,0.0,0.5,,0.6154970760233918,6.233814496381385e-06,1.0,True
1,rf,0.0,0.03,2.0,0.2,0.5,0.8185713948708336,,,,False
1,rf,0.0,0.03,2.0,0.4,0.5,0.8192199601881692,,,,False
1,rf,0.0,0.03,2.0,0.6,0.5,0.7129409897319254,,,,False
1,rf,0.0,0.03,4.0,0.0,0.5,,0.6204986149584488,4.929307655854309e-05,1.0,True
1,rf,0.0,0.03,4.0,0.2,0.5,0.808201974401665,,,,False
1,rf,0.0,0.03,4.0,0.4,0.5,,0.6000307787011389,0.0009859420909201777,0.9678362573099415,True
1,rf,0.0,0.03,4.0,0.6,0.5,0.7311097118501659,,,,False
1,rf,0.005,0.0,0.0,0.0,0.5,,0.7587719298245614,1.0770552529848487e-06,1.0,True
1,rf,0.005,0.0,0.0,0.2,0.5,0.8192713458973507,,,,False
1,rf,0.005,0.0,0.0,0.4,0.5,0.8334031620082533,,,,False
1,rf,0.005,0.0,0.0,0.6,0.5,0.8234475833334193,,,,False
1,rf,0.005,0.0,1.0,0.0,0.5,0.8173647387544878,,,,False
1,rf,0.005,0.0,1.0,0.2,0.5,0.8127504978778278,,,,False
1,rf,0.005,0.0,1.0,0.4,0.5,0.8197771878818348,,,,False
1,rf,0.005,0.0,1.0,0.6,0.5,0.8183681876412786,,,,False
1,rf,0.005,0.0,2.0,0.0,0.5,0.8141522821663668,,,,False
1,rf,0.005,0.0,2.0,0.2,0.5,0.8176756450272964,,,,False
1,rf,0.005,0.0,2.0,0.4,0.5,0.8268166453525515,,,,False
1,rf,0.005,0.0,2.0,0.6,0.5,0.8144266514640469,,,,False
1,rf,0.005,0.0,4.0,0.0,0.5,,0.6238457987072946,4.480556896080401e-05,1.0,True
1,rf,0.005,0.0,4.0,0.2,0.5,0.8137924464920223,,,,False
1,rf,0.005,0.0,4.0,0.4,0.5,0.8228275790767702,,,,False
1,rf,0.005,0.0,4.0,0.6,0.5,0.8139111376192575,,,,False
1,rf,0.01,0.0,0.0,0.0,0.5,,0.8344875346260388,4.593920738038548e-06,1.0,True
