fold,setting,recall_pos,f1_pos,acc,brier,bal_acc,pr_auc,roc_auc
1,baseline,1.0,0.967741935483871,0.9666666666666667,0.10561958594698356,0.9666666666666667,1.0,1.0
1,augmented,1.0,0.967741935483871,0.9666666666666667,0.10561958594698356,0.9666666666666667,1.0,1.0
2,baseline,0.4666666666666667,0.6086956521739131,0.7,0.20345310420577664,0.7,0.7843869132895502,0.6888888888888889
2,augmented,0.6,0.72,0.7666666666666667,0.21754269242086638,0.7666666666666666,0.8067973395364699,0.7333333333333334
3,baseline,0.75,0.6923076923076923,0.7037037037037037,0.17477129635233749,0.7083333333333333,0.7704770923520924,0.8222222222222222
3,augmented,0.75,0.6923076923076923,0.7037037037037037,0.26463575956899443,0.7083333333333333,0.6428351410894485,0.7166666666666667
4,baseline,0.75,0.8181818181818182,0.8518518518518519,0.14470253983813808,0.8416666666666667,0.8829649882281462,0.8388888888888889
4,augmented,0.75,0.8181818181818182,0.8518518518518519,0.14848162499354825,0.8416666666666667,0.8769841269841271,0.8222222222222222
5,baseline,0.6666666666666666,0.7692307692307693,0.8,0.17081006326780748,0.8,0.933805742188095,0.9377777777777778
5,augmented,0.8,0.8,0.8,0.15403834764489596,0.8,0.8992131125954654,0.9066666666666667
