fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.005835734524247245
1,svm_rbf,1.0,0.8333333333333334,0.71,0.8,0.8,0.1832257910582693
1,rf,0.6,0.6,0.7116666666666667,0.6,0.68,0.21774687499999995
1,xgb,0.6,0.6,0.7892857142857141,0.6,0.72,0.3261685087245107
2,logreg,0.4,0.4444444444444444,0.7453968253968253,0.5,0.64,0.31538299952181653
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.24756150738892208
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.25874687500000004
2,xgb,0.6,0.75,0.8111111111111111,0.8,0.6799999999999999,0.22952475885565513
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.303545252015553
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.15692057126451212
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.15779444444444446
3,xgb,1.0,0.7272727272727273,0.8875,0.7,0.9,0.2244817825342652
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.16383087792087173
4,svm_rbf,0.75,0.75,0.9166666666666666,0.775,0.9,0.2069246260815549
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.2113222222222222
4,xgb,0.75,0.6666666666666666,0.8611111111111112,0.675,0.75,0.2902006409007679
5,logreg,0.8,0.8,0.8766666666666667,0.8,0.8800000000000001,0.1390106159104219
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.1400603911172124
5,rf,0.8,0.7272727272727273,0.925,0.7,0.88,0.195766875
5,xgb,0.6,0.75,0.8583333333333332,0.8,0.8,0.18835220876034384
