fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.007262522587374631
1,svm_rbf,1.0,0.9090909090909091,0.71,0.9,0.8,0.1761228693291884
1,rf,0.4,0.5,0.7861904761904761,0.6000000000000001,0.8,0.20624312500000003
1,xgb,0.4,0.4444444444444444,0.7592857142857143,0.5,0.68,0.3130954718643303
2,logreg,0.6,0.6,0.7753968253968253,0.6,0.6799999999999999,0.2903068536794375
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.2476851102982125
2,rf,0.6,0.6666666666666666,0.8,0.7,0.6399999999999999,0.26355874999999995
2,xgb,0.6,0.6666666666666666,0.8444444444444443,0.7,0.76,0.24557224824178955
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.28696352531534114
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.09980025918421795
3,rf,1.0,0.8,0.8875,0.8,0.9,0.1631138888888889
3,xgb,1.0,0.8,0.8041666666666667,0.8,0.8500000000000001,0.1707233286689222
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.13266017175841183
4,svm_rbf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.20367611562080637
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.20496249999999996
4,xgb,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.2925930830258344
5,logreg,0.8,0.8,0.7861904761904761,0.8,0.8,0.17749019228600466
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.17152713840735542
5,rf,0.8,0.7272727272727273,0.7644444444444445,0.7,0.68,0.242749375
5,xgb,0.6,0.6,0.7453968253968253,0.6,0.64,0.30889316491778596
