fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.004702017365017651
1,svm_rbf,1.0,0.7692307692307693,0.6595238095238095,0.7,0.72,0.19537296315846042
1,rf,0.6,0.6666666666666666,0.8083333333333333,0.7,0.78,0.203976875
1,xgb,0.6,0.6,0.8083333333333333,0.6,0.76,0.2614468281901946
2,logreg,0.4,0.5,0.7592857142857143,0.6000000000000001,0.68,0.3048275035373094
2,svm_rbf,0.6,0.6666666666666666,0.7611111111111111,0.7,0.64,0.24009459226709007
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.26377312500000005
2,xgb,0.4,0.5714285714285714,0.8142857142857143,0.7,0.68,0.25741033851173584
3,logreg,0.75,0.6666666666666666,0.5666666666666667,0.675,0.6,0.31082362500139804
3,svm_rbf,1.0,0.8,0.95,0.8,0.9500000000000001,0.14892611705839198
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.1525625
3,xgb,1.0,0.7272727272727273,0.8875,0.7,0.9,0.21416503651404814
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.1322725530418509
4,svm_rbf,0.75,0.75,0.875,0.775,0.8,0.1976165565499715
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.23444166666666666
4,xgb,0.75,0.6,0.7291666666666666,0.575,0.7000000000000001,0.3408391111119833
5,logreg,0.8,0.8,0.8766666666666667,0.8,0.8800000000000001,0.15673005480447674
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.18375941241409474
5,rf,0.8,0.7272727272727273,0.8711111111111112,0.7,0.8,0.22041375000000002
5,xgb,0.6,0.75,0.8392857142857142,0.8,0.76,0.21615607422301125
