fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.005981104223043132
1,svm_rbf,0.8,0.8,0.6861904761904761,0.8,0.76,0.1647475187113446
1,rf,0.6,0.6666666666666666,0.81,0.7,0.8400000000000001,0.17025624999999997
1,xgb,0.6,0.6,0.8261904761904761,0.6,0.8,0.20333573641213692
2,logreg,0.6,0.6666666666666666,0.7892857142857141,0.7,0.72,0.23573544376154962
2,svm_rbf,0.4,0.5,0.7892857142857141,0.6000000000000001,0.72,0.21718282208468578
2,rf,0.6,0.6666666666666666,0.7642857142857142,0.7,0.6400000000000001,0.25199812499999996
2,xgb,0.4,0.5,0.7592857142857143,0.6000000000000001,0.68,0.2717181385567603
3,logreg,0.75,0.6666666666666666,0.8303571428571428,0.675,0.8,0.25797542851440475
3,svm_rbf,1.0,1.0,1.0,1.0,1.0,0.0768268329426876
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.13935069444444442
3,xgb,1.0,0.8,1.0,0.8,1.0,0.1369841250504613
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.12737267604475486
4,svm_rbf,0.75,0.75,0.9166666666666666,0.775,0.9,0.16938114489062334
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.20651597222222226
4,xgb,0.75,0.6,0.8928571428571428,0.575,0.85,0.3253059991473607
5,logreg,0.8,0.8,0.9266666666666665,0.8,0.92,0.11578253228601579
5,svm_rbf,0.8,0.6666666666666666,0.885,0.6000000000000001,0.8400000000000001,0.23153881459383174
5,rf,0.8,0.6666666666666666,0.7453968253968253,0.6000000000000001,0.64,0.27212562500000004
5,xgb,0.6,0.6,0.7892857142857141,0.6,0.72,0.29985451091499093
