fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.008676956133513308
1,svm_rbf,1.0,0.8333333333333334,0.71,0.8,0.8,0.1874923658510621
1,rf,1.0,0.9090909090909091,0.81,0.9,0.8400000000000001,0.15465437499999998
1,xgb,0.8,0.7272727272727273,0.835,0.7,0.8,0.22437770110261926
2,logreg,0.4,0.4444444444444444,0.7453968253968253,0.5,0.64,0.31920592032139555
2,svm_rbf,0.4,0.5714285714285714,0.7611111111111111,0.7,0.64,0.2516985299235119
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.26421687499999996
2,xgb,0.4,0.5,0.7453968253968253,0.6000000000000001,0.64,0.32412831334546477
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.29013328511834224
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.144521901459033
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.16082291666666668
3,xgb,1.0,0.8,0.6791666666666667,0.8,0.8,0.18620594294172743
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.12794953296402992
4,svm_rbf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.19448047511524186
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.2050736111111111
4,xgb,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.27913503837356646
5,logreg,0.8,0.8,0.7861904761904761,0.8,0.8,0.177994025679806
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.20149970977274526
5,rf,0.8,0.7272727272727273,0.8211111111111111,0.7,0.76,0.24531562499999998
5,xgb,0.6,0.6666666666666666,0.8392857142857142,0.7,0.76,0.25553613298756844
