fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.006738694721098263
1,svm_rbf,1.0,0.8333333333333334,0.6861904761904761,0.8,0.76,0.18663526772494096
1,rf,0.4,0.5,0.7861904761904761,0.6000000000000001,0.8,0.19936562499999996
1,xgb,0.6,0.6,0.8583333333333332,0.6,0.8,0.22776036169559744
2,logreg,0.4,0.5,0.7453968253968253,0.6000000000000001,0.64,0.32122166311234984
2,svm_rbf,0.6,0.6666666666666666,0.7388888888888889,0.7,0.56,0.24684452946921046
2,rf,0.6,0.6666666666666666,0.7388888888888889,0.7,0.56,0.2712425
2,xgb,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.29754221746659576
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.29429792238189656
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.13069376536436314
3,rf,1.0,0.8,0.8875,0.8,0.9,0.17273055555555555
3,xgb,1.0,0.7272727272727273,0.6791666666666667,0.7,0.8,0.22466059529940915
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.1272356296848753
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.23990756797879387
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.19844791666666667
4,xgb,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.28765577300760015
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17396824072332678
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.1824748517688898
5,rf,0.8,0.7272727272727273,0.7533333333333332,0.7,0.66,0.27453999999999995
5,xgb,0.6,0.6,0.7592857142857143,0.6,0.68,0.3417809809748594
