fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.007818561400860225
1,svm_rbf,1.0,0.7692307692307693,0.71,0.7,0.8,0.1755999708666442
1,rf,0.4,0.5,0.7861904761904761,0.6000000000000001,0.8,0.20175
1,xgb,0.6,0.6,0.7592857142857143,0.6,0.68,0.29895732390222596
2,logreg,0.6,0.6,0.7753968253968253,0.6,0.6799999999999999,0.28192934710119866
2,svm_rbf,0.4,0.5,0.75,0.6000000000000001,0.6000000000000001,0.24475400718941448
2,rf,0.6,0.6666666666666666,0.8,0.7,0.6399999999999999,0.25292624999999996
2,xgb,0.4,0.5,0.7783333333333333,0.6000000000000001,0.72,0.29610579236984147
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.27545091353764317
3,svm_rbf,1.0,0.8888888888888888,1.0,0.9,1.0,0.09647654034746757
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.1366625
3,xgb,1.0,0.8,0.95,0.8,0.9500000000000001,0.16070207688512564
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.14045774982426412
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.1898000400100924
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.20153333333333334
4,xgb,0.75,0.6,0.8928571428571428,0.575,0.85,0.32584136140776765
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17434564052900164
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.16231072431049287
5,rf,0.8,0.7272727272727273,0.8444444444444443,0.7,0.76,0.22619499999999998
5,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.26511185083647454
