fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.02247846409386501
1,svm_rbf,0.8,0.8,0.71,0.8,0.8,0.1781350566361622
1,rf,0.4,0.5,0.81,0.6000000000000001,0.8400000000000001,0.1853825
1,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.2307918525677411
2,logreg,0.4,0.4444444444444444,0.7453968253968253,0.5,0.64,0.3154996238530375
2,svm_rbf,0.4,0.5,0.7753968253968253,0.6000000000000001,0.6799999999999999,0.24215248431000216
2,rf,0.6,0.6666666666666666,0.8142857142857143,0.7,0.68,0.2667775
2,xgb,0.4,0.4444444444444444,0.7592857142857143,0.5,0.68,0.3380614592141103
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.27227552730833626
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.1027969701064068
3,rf,1.0,0.8888888888888888,0.95,0.9,0.9500000000000001,0.10591875
3,xgb,1.0,0.8888888888888888,0.95,0.9,0.9500000000000001,0.096061034145498
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.1396904686314878
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.1801374287690571
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.20367638888888887
4,xgb,0.75,0.6,0.875,0.575,0.8,0.33105620144865017
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.1833711285661021
5,svm_rbf,0.8,0.8,0.911111111111111,0.8,0.8400000000000001,0.16724575101748923
5,rf,0.8,0.7272727272727273,0.8444444444444443,0.7,0.76,0.234571875
5,xgb,0.6,0.6666666666666666,0.8392857142857142,0.7,0.76,0.2476137816447296
