fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.0038678273161319087
1,svm_rbf,1.0,0.7692307692307693,0.71,0.7,0.8,0.18717990219837746
1,rf,0.8,0.8,0.7861904761904761,0.8,0.8,0.16195624999999997
1,xgb,0.6,0.6,0.7783333333333333,0.6,0.72,0.2651547778464664
2,logreg,0.6,0.6,0.7753968253968253,0.6,0.6799999999999999,0.29869494653348677
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.2435082542229821
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.2742875
2,xgb,0.4,0.5714285714285714,0.8111111111111111,0.7,0.6799999999999999,0.23228322287951536
3,logreg,0.75,0.6666666666666666,0.5666666666666667,0.675,0.6,0.3095412775845135
3,svm_rbf,1.0,0.8,0.9166666666666666,0.8,0.9,0.1655259436533071
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.16345694444444445
3,xgb,1.0,0.7272727272727273,0.6791666666666667,0.7,0.8,0.2054351926483123
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.14605275032012957
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.25352253032969535
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.22322708333333333
4,xgb,0.75,0.6,0.875,0.575,0.8,0.30796386028870504
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17301870113655327
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.18003133575323008
5,rf,0.8,0.7272727272727273,0.6977777777777777,0.7,0.66,0.27255687500000003
5,xgb,0.6,0.6,0.7592857142857143,0.6,0.68,0.3745760226406342
