ts,model,norm,dataset,crop_min,crop_max,noise,shift,mixup,cv_roc_auc_mean,cv_pr_auc_mean,test_roc_auc,test_pr_auc,test_recall_pos,test_f1_pos
20251202-111224,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.4,0.826,0.8503333333333334,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-111224,xgb,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.4,0.794,0.8454285714285714,,,,
20251202-111228,logreg,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.786,0.8153333333333332,,,,
20251202-111228,rf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.774,0.8469047619047618,,,,
20251202-111228,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.8200000000000001,0.8553333333333333,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-111228,xgb,snv,covid_saliva,900.0,1800.0,0.02,0.0,0.6,0.8160000000000001,0.8704920634920634,,,,
20251202-111233,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.778,0.8021507936507936,,,,
20251202-111233,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.782,0.8411269841269842,,,,
20251202-111233,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-111233,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.0,0.744,0.7866587301587302,,,,
20251202-111237,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.788,0.8168333333333333,,,,
20251202-111237,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.774,0.8389047619047618,,,,
20251202-111237,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.8160000000000001,0.8597777777777778,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-111237,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.2,0.736,0.7905476190476189,,,,
20251202-111242,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.784,0.8081507936507937,,,,
20251202-111242,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.784,0.8489047619047618,,,,
20251202-111242,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.818,0.8585873015873016,0.65,0.8373397435897436,0.625,0.6666666666666666
20251202-111242,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.4,0.8019999999999999,0.8379126984126983,,,,
20251202-111248,logreg,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.776,0.8053730158730158,,,,
20251202-111248,rf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.774,0.8453333333333333,,,,
20251202-111248,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.8320000000000001,0.864857142857143,0.6000000000000001,0.7810897435897436,0.625,0.6666666666666666
20251202-111248,xgb,snv,covid_saliva,900.0,1800.0,0.02,1.0,0.6,0.784,0.8393809523809523,,,,
20251202-111253,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.768,0.7993730158730158,,,,
20251202-111253,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.764,0.8226269841269842,,,,
20251202-111253,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-111253,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.0,0.738,0.772595238095238,,,,
20251202-111301,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.796,0.8190555555555555,,,,
20251202-111301,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.754,0.8117539682539683,,,,
20251202-111301,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.8,0.845015873015873,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-111301,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.2,0.754,0.7901507936507937,,,,
20251202-111307,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.792,0.8214841269841269,,,,
20251202-111307,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.788,0.8509047619047619,,,,
20251202-111307,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.808,0.8485873015873014,0.65,0.8373397435897436,0.625,0.6666666666666666
20251202-111307,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.4,0.79,0.8468650793650794,,,,
20251202-111313,logreg,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.786,0.8049285714285714,,,,
20251202-111313,rf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.7939999999999999,0.8684285714285714,,,,
20251202-111313,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.8,0.826388888888889,0.675,0.8581730769230769,0.625,0.625
20251202-111313,xgb,snv,covid_saliva,900.0,1800.0,0.02,2.0,0.6,0.778,0.8453174603174602,,,,
20251202-111318,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.768,0.7993730158730158,,,,
20251202-111318,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.764,0.8226269841269842,,,,
20251202-111318,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.806,0.8486666666666667,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-111318,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.0,0.6960000000000001,0.7553095238095238,,,,
20251202-111322,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.784,0.817468253968254,,,,
20251202-111322,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.78,0.8455714285714284,,,,
20251202-111322,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.7979999999999999,0.8522380952380952,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-111322,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.2,0.79,0.8521587301587301,,,,
20251202-111329,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.784,0.8187063492063492,0.9,0.9317956349206348,0.875,0.875
20251202-111329,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.766,0.8322222222222223,,,,
20251202-111329,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.74,0.8123333333333334,,,,
20251202-111329,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.4,0.774,0.8391904761904762,,,,
20251202-111334,logreg,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.784,0.817468253968254,,,,
20251202-111334,rf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.782,0.8501111111111112,,,,
20251202-111334,svm_rbf,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.844,0.8625555555555555,0.6749999999999999,0.8477564102564104,0.625,0.6666666666666666
20251202-111334,xgb,snv,covid_saliva,900.0,1800.0,0.02,4.0,0.6,0.77,0.841468253968254,,,,
20251202-113144,logreg,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.0,0.8240000000000001,0.8667222222222222,,,,
20251202-113144,rf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.0,0.8039999999999999,0.8364444444444444,,,,
20251202-113144,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.0,0.826,0.8504285714285714,0.65,0.8373397435897436,0.5,0.6153846153846154
20251202-113144,xgb,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.0,0.756,0.8105476190476191,,,,
20251202-113219,logreg,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.2,0.778,0.8021507936507936,,,,
20251202-113219,rf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.2,0.808,0.8605714285714285,,,,
20251202-113219,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.2,0.788,0.8206111111111112,,,,
20251202-113219,xgb,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.2,0.8099999999999999,0.8625079365079366,0.75,0.8635912698412698,0.5,0.5714285714285714
20251202-113246,logreg,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.4,0.778,0.8281507936507936,,,,
20251202-113246,rf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.4,0.763,0.8309047619047618,,,,
20251202-113246,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.4,0.858,0.8877936507936507,0.5249999999999999,0.7162087912087913,0.625,0.625
20251202-113246,xgb,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.4,0.776,0.8406031746031746,,,,
20251202-113250,logreg,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.6,0.8019999999999999,0.8147380952380953,,,,
20251202-113250,rf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.6,0.8099999999999999,0.8622222222222222,,,,
20251202-113250,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.6,0.844,0.8574285714285714,0.7,0.8648018648018647,0.625,0.6666666666666666
20251202-113250,xgb,snv,covid_saliva,900.0,1800.0,0.0,0.0,0.6,0.74,0.7783571428571429,,,,
20251202-113256,logreg,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.0,0.794,0.8214841269841269,,,,
20251202-113256,rf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.0,0.8,0.8546984126984126,,,,
20251202-113256,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.0,0.826,0.8555714285714286,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113256,xgb,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.0,0.772,0.8289126984126984,,,,
20251202-113300,logreg,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.2,0.768,0.8031507936507936,,,,
20251202-113300,rf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.2,0.758,0.8067936507936508,,,,
20251202-113300,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.2,0.86,0.8754126984126984,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113300,xgb,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.2,0.8,0.8557301587301588,,,,
20251202-113305,logreg,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.4,0.776,0.8146111111111111,,,,
20251202-113305,rf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.4,0.78,0.8445,,,,
20251202-113305,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.4,0.8160000000000001,0.8597777777777778,0.55,0.676923076923077,0.625,0.6666666666666666
20251202-113305,xgb,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.4,0.776,0.8291031746031745,,,,
20251202-113310,logreg,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.6,0.806,0.850611111111111,,,,
20251202-113310,rf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.6,0.774,0.837111111111111,,,,
20251202-113310,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.6,0.852,0.8725555555555555,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-113310,xgb,snv,covid_saliva,900.0,1800.0,0.0,1.0,0.6,0.758,0.8297936507936507,,,,
20251202-113425,logreg,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.0,0.784,0.8187063492063492,,,,
20251202-113425,rf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.0,0.808,0.8575555555555555,,,,
20251202-113425,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.0,0.8160000000000001,0.8514444444444443,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113425,xgb,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.0,0.8099999999999999,0.8609841269841269,,,,
20251202-113512,logreg,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.2,0.784,0.817468253968254,,,,
20251202-113512,rf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.2,0.742,0.8201904761904762,,,,
20251202-113512,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.2,0.826,0.8497936507936508,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113512,xgb,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.2,0.758,0.8413809523809522,,,,
20251202-113616,logreg,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.4,0.82,0.8325952380952379,0.95,0.9704861111111112,0.875,0.875
20251202-113616,rf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.4,0.772,0.8430555555555556,,,,
20251202-113616,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.4,0.78,0.8181349206349205,,,,
20251202-113616,xgb,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.4,0.782,0.8468253968253968,,,,
20251202-113726,logreg,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.6,0.784,0.8212460317460317,0.875,0.9067956349206348,0.875,0.875
20251202-113726,rf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.6,0.75,0.8202222222222222,,,,
20251202-113726,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.6,0.756,0.8076111111111111,,,,
20251202-113726,xgb,snv,covid_saliva,900.0,1800.0,0.0,2.0,0.6,0.728,0.8034523809523808,,,,
20251202-113802,logreg,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.0,0.768,0.8098492063492063,,,,
20251202-113802,rf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.0,0.78,0.8475555555555555,,,,
20251202-113802,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.0,0.806,0.8493015873015872,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113802,xgb,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.0,0.734,0.7806587301587301,,,,
20251202-113806,logreg,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.2,0.796,0.8190555555555555,,,,
20251202-113806,rf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.2,0.8,0.8678095238095237,,,,
20251202-113806,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.2,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113806,xgb,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.2,0.752,0.7894365079365079,,,,
20251202-113812,logreg,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.4,0.776,0.8127063492063492,,,,
20251202-113812,rf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.4,0.792,0.858904761904762,,,,
20251202-113812,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.4,0.8019999999999999,0.836111111111111,0.725,0.8752185314685315,0.625,0.6666666666666666
20251202-113812,xgb,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.4,0.788,0.8124365079365079,,,,
20251202-113817,logreg,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.6,0.778,0.835484126984127,,,,
20251202-113817,rf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.6,0.8,0.8722380952380953,,,,
20251202-113817,svm_rbf,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.6,0.8320000000000001,0.8623174603174603,0.725,0.8752185314685315,0.625,0.6666666666666666
20251202-113817,xgb,snv,covid_saliva,900.0,1800.0,0.0,4.0,0.6,0.8,0.8673809523809524,,,,
20251202-113821,logreg,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.0,0.794,0.8214841269841269,,,,
20251202-113821,rf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.0,0.782,0.8411269841269842,,,,
20251202-113821,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.0,0.8160000000000001,0.852,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113821,xgb,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.0,0.756,0.8117698412698413,,,,
20251202-113825,logreg,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.2,0.794,0.8214841269841269,,,,
20251202-113825,rf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.2,0.752,0.8070714285714284,,,,
20251202-113825,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.2,0.806,0.8362222222222222,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-113825,xgb,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.2,0.778,0.8340238095238096,,,,
20251202-113829,logreg,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.4,0.794,0.8190238095238096,,,,
20251202-113829,rf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.4,0.8160000000000001,0.8615238095238095,,,,
20251202-113829,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.4,0.8240000000000001,0.8542222222222222,0.625,0.8290064102564103,0.625,0.6666666666666666
20251202-113829,xgb,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.4,0.798,0.8699365079365078,,,,
20251202-113833,logreg,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.6,0.8099999999999999,0.8290238095238095,0.875,0.9067956349206348,0.875,0.875
20251202-113833,rf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.6,0.782,0.8437777777777778,,,,
20251202-113833,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.6,0.808,0.8337936507936508,,,,
20251202-113833,xgb,snv,covid_saliva,900.0,1800.0,0.005,0.0,0.6,0.782,0.8507460317460318,,,,
20251202-113837,logreg,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.0,0.778,0.8021507936507936,,,,
20251202-113837,rf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.0,0.766,0.8329047619047618,,,,
20251202-113837,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.0,0.836,0.8603333333333334,0.675,0.8581730769230769,0.625,0.6666666666666666
20251202-113837,xgb,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.0,0.75,0.8063412698412697,,,,
20251202-113841,logreg,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.2,0.794,0.8109285714285713,,,,
20251202-113841,rf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.2,0.748,0.8097936507936507,,,,
20251202-113841,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.2,0.8019999999999999,0.8386825396825397,0.65,0.8373397435897436,0.625,0.6666666666666666
20251202-113841,xgb,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.2,0.768,0.8022142857142857,,,,
20251202-113847,logreg,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.82,0.8325952380952379,0.875,0.9067956349206348,0.875,0.875
20251202-113847,rf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.75,0.8130555555555556,,,,
20251202-113847,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.796,0.8440793650793651,,,,
20251202-113847,xgb,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.4,0.7260000000000001,0.7806269841269842,,,,
20251202-113851,logreg,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.784,0.8081507936507937,,,,
20251202-113851,rf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.752,0.8301904761904761,,,,
20251202-113851,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.804,0.8452380952380952,0.625,0.8123397435897436,0.625,0.6666666666666666
20251202-113851,xgb,snv,covid_saliva,900.0,1800.0,0.005,1.0,0.6,0.734,0.8147142857142857,,,,
20251202-113856,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.784,0.8187063492063492,,,,
20251202-113856,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.77,0.8329047619047618,,,,
20251202-113856,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113856,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.0,0.754,0.7796746031746031,,,,
20251202-113900,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.776,0.8021507936507936,,,,
20251202-113900,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.7779999999999999,0.8342539682539682,,,,
20251202-113900,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.8099999999999999,0.8505714285714285,0.7,0.8648018648018647,0.625,0.6666666666666666
20251202-113900,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.2,0.752,0.7863412698412698,,,,
20251202-113906,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.786,0.8154841269841269,,,,
20251202-113906,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.756,0.8342380952380951,,,,
20251202-113906,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.834,0.8577936507936508,0.65,0.8373397435897436,0.625,0.625
20251202-113906,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.4,0.754,0.7830079365079364,,,,
20251202-113911,logreg,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.796,0.821595238095238,,,,
20251202-113911,rf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.75,0.8253492063492063,,,,
20251202-113911,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.798,0.8444603174603174,0.7,0.8648018648018647,0.625,0.6666666666666666
20251202-113911,xgb,snv,covid_saliva,900.0,1800.0,0.005,2.0,0.6,0.778,0.8411507936507936,,,,
20251202-113918,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.786,0.8049285714285714,,,,
20251202-113918,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.758,0.8117936507936507,,,,
20251202-113918,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.8140000000000001,0.8495396825396826,0.725,0.8752185314685315,0.625,0.6666666666666666
20251202-113918,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.0,0.728,0.7728492063492063,,,,
20251202-113922,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.8099999999999999,0.8290238095238095,0.925,0.9526289682539684,1.0,0.9411764705882352
20251202-113922,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.7859999999999999,0.8457936507936508,,,,
20251202-113922,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.808,0.8441269841269842,,,,
20251202-113922,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.2,0.786,0.8418809523809523,,,,
20251202-113927,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.784,0.817468253968254,,,,
20251202-113927,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.782,0.8500158730158731,,,,
20251202-113927,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.79,0.8281269841269842,0.6749999999999999,0.8477564102564104,0.625,0.6666666666666666
20251202-113927,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.4,0.7540000000000001,0.8011031746031746,,,,
20251202-113931,logreg,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.768,0.7993730158730158,,,,
20251202-113931,rf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.746,0.8019999999999999,,,,
20251202-113931,svm_rbf,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.792,0.846111111111111,,,,
20251202-113931,xgb,snv,covid_saliva,900.0,1800.0,0.005,4.0,0.6,0.806,0.867968253968254,0.7,0.8685897435897436,0.75,0.75
20251202-113936,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.794,0.8214841269841269,,,,
20251202-113936,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.782,0.8475555555555555,,,,
20251202-113936,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.826,0.8555714285714286,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113936,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.0,0.756,0.8228809523809524,,,,
20251202-113940,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.8019999999999999,0.8262460317460316,0.875,0.9067956349206348,0.875,0.875
20251202-113940,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.78,0.85,,,,
20251202-113940,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.78,0.817531746031746,,,,
20251202-113940,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.2,0.8,0.8657936507936508,,,,
20251202-113944,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.796,0.8084999999999999,,,,
20251202-113944,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.8019999999999999,0.8534603174603175,,,,
20251202-113944,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.826,0.855015873015873,0.55,0.676923076923077,0.625,0.6666666666666666
20251202-113944,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.4,0.8,0.8592460317460316,,,,
20251202-113949,logreg,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.8240000000000001,0.8392936507936508,0.875,0.9067956349206348,0.875,0.875
20251202-113949,rf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.808,0.8696825396825396,,,,
20251202-113949,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.818,0.8508095238095239,,,,
20251202-113949,xgb,snv,covid_saliva,900.0,1800.0,0.01,0.0,0.6,0.712,0.7464682539682539,,,,
20251202-113954,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.786,0.8081507936507937,,,,
20251202-113954,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.766,0.8329047619047618,,,,
20251202-113954,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.844,0.8625555555555555,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-113954,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.0,0.754,0.8021349206349206,,,,
20251202-113957,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.768,0.8031507936507936,,,,
20251202-113957,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.782,0.8436666666666668,,,,
20251202-113957,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.79,0.8319047619047619,0.675,0.8581730769230769,0.625,0.625
20251202-113957,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.2,0.77,0.8109126984126984,,,,
20251202-114002,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.804,0.8238174603174603,,,,
20251202-114002,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.808,0.8644603174603175,,,,
20251202-114002,svm_rbf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.834,0.8500555555555556,0.7,0.8685897435897436,0.625,0.6666666666666666
20251202-114002,xgb,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.4,0.788,0.850611111111111,,,,
20251202-114011,logreg,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.6,0.8099999999999999,0.8290238095238095,,,,
20251202-114011,rf,snv,covid_saliva,900.0,1800.0,0.01,1.0,0.6,0.78,0.8475714285714286,,,,
