fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.007807283378308697
1,svm_rbf,1.0,0.7692307692307693,0.81,0.7,0.8400000000000001,0.17051845477085092
1,rf,0.6,0.6,0.8261904761904761,0.6,0.8,0.185131875
1,xgb,0.6,0.6,0.7592857142857143,0.6,0.68,0.3017634327242501
2,logreg,0.4,0.5,0.7592857142857143,0.6000000000000001,0.68,0.27835102717469085
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.24744901856859852
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.27563375
2,xgb,0.4,0.5,0.731111111111111,0.6000000000000001,0.6,0.3006397116191274
3,logreg,0.75,0.6666666666666666,0.5666666666666667,0.675,0.6,0.3011454421138855
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.13313945303570696
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.1473534722222222
3,xgb,1.0,0.7272727272727273,0.7708333333333333,0.7,0.8,0.21517447206187937
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.14140087098187032
4,svm_rbf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.1940432439800247
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.18346111111111116
4,xgb,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.3098993354375464
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17466114883237305
5,svm_rbf,0.8,0.8,0.911111111111111,0.8,0.8400000000000001,0.15785610484496646
5,rf,0.8,0.6666666666666666,0.8711111111111112,0.6000000000000001,0.8,0.2315675
5,xgb,0.6,0.5454545454545454,0.7892857142857141,0.5,0.72,0.26835098647788824
