fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.01721602148834652
1,svm_rbf,0.8,0.8,0.71,0.8,0.8,0.18055203135602393
1,rf,0.6,0.6666666666666666,0.7683333333333333,0.7,0.76,0.18638999999999997
1,xgb,0.6,0.6,0.7642857142857142,0.6,0.6400000000000001,0.25346796745822997
2,logreg,0.4,0.5,0.7592857142857143,0.6000000000000001,0.68,0.27639917875862585
2,svm_rbf,0.6,0.6666666666666666,0.7611111111111111,0.7,0.64,0.2461998535232433
2,rf,0.6,0.6,0.8111111111111111,0.6,0.6799999999999999,0.264826875
2,xgb,0.4,0.5,0.7142857142857142,0.6000000000000001,0.56,0.3205640861272727
3,logreg,0.75,0.6666666666666666,0.6458333333333333,0.675,0.75,0.2575103697733162
3,svm_rbf,1.0,0.8888888888888888,1.0,0.9,1.0,0.09579832334637908
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.15218402777777779
3,xgb,1.0,0.8,0.95,0.8,0.9500000000000001,0.17895218245878838
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.13318906993154098
4,svm_rbf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.1841667083952473
4,rf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.1780590277777778
4,xgb,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.2757269484186564
5,logreg,0.8,0.8,0.9266666666666665,0.8,0.92,0.13164346760836287
5,svm_rbf,0.8,0.8,0.911111111111111,0.8,0.8400000000000001,0.14678850198837745
5,rf,0.8,0.7272727272727273,0.911111111111111,0.7,0.8400000000000001,0.21752374999999996
5,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.2764316846987951
