fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.007514846723188841
1,svm_rbf,1.0,0.8333333333333334,0.71,0.8,0.8,0.1745969791145946
1,rf,0.4,0.5,0.7861904761904761,0.6000000000000001,0.8,0.200111875
1,xgb,0.4,0.4444444444444444,0.6787301587301587,0.5,0.6,0.32125691478230844
2,logreg,0.6,0.6,0.7753968253968253,0.6,0.6799999999999999,0.28226606749468497
2,svm_rbf,0.4,0.5,0.75,0.6000000000000001,0.6000000000000001,0.23390642578966925
2,rf,0.6,0.6666666666666666,0.8,0.7,0.6399999999999999,0.255881875
2,xgb,0.4,0.5,0.7644444444444445,0.6000000000000001,0.68,0.28970261679128306
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.276887873497305
3,svm_rbf,1.0,0.8888888888888888,1.0,0.9,1.0,0.09449743746392289
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.13835347222222225
3,xgb,1.0,0.8,0.8041666666666667,0.8,0.8500000000000001,0.14326739805645802
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.13886777982000992
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.19769980368621645
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.20435555555555554
4,xgb,0.75,0.6,0.8928571428571428,0.575,0.85,0.3238440045809859
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17343445388882112
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.16298641336300915
5,rf,0.8,0.7272727272727273,0.7944444444444445,0.7,0.72,0.23246187499999998
5,xgb,0.6,0.6666666666666666,0.8392857142857142,0.7,0.76,0.24665701580963403
