fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.004243635745091735
1,svm_rbf,0.8,0.6666666666666666,0.6683333333333333,0.6000000000000001,0.72,0.2063766194871534
1,rf,0.6,0.6,0.7295238095238095,0.6,0.72,0.20641062500000004
1,xgb,0.8,0.7272727272727273,0.7961904761904761,0.7,0.76,0.21684552225166298
2,logreg,0.4,0.4444444444444444,0.7453968253968253,0.5,0.64,0.3063959793709554
2,svm_rbf,0.6,0.6666666666666666,0.7388888888888889,0.7,0.56,0.2534659181414504
2,rf,0.6,0.6666666666666666,0.8,0.7,0.6399999999999999,0.27278375
2,xgb,0.4,0.5,0.7453968253968253,0.6000000000000001,0.64,0.30879033031278535
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.27299325694594445
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.10477014313309291
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.14612083333333337
3,xgb,1.0,0.8,0.8875,0.8,0.9,0.17478688487208668
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.13220685207546853
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.23174217956001464
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.23961666666666664
4,xgb,0.75,0.6666666666666666,0.8611111111111112,0.675,0.75,0.31292252849155566
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.17370221058079366
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.19746021441641132
5,rf,0.8,0.6666666666666666,0.7833333333333332,0.6000000000000001,0.7,0.25264624999999996
5,xgb,0.6,0.6666666666666666,0.8142857142857143,0.7,0.68,0.2634466586569057
