fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.01182324634447047
1,svm_rbf,1.0,0.7692307692307693,0.71,0.7,0.8,0.18820186390889995
1,rf,0.6,0.6666666666666666,0.7861904761904761,0.7,0.8,0.18821749999999998
1,xgb,0.4,0.4444444444444444,0.7142857142857142,0.5,0.56,0.3307126821584865
2,logreg,0.4,0.5,0.7453968253968253,0.6000000000000001,0.64,0.28985137304743475
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.26099914440224475
2,rf,0.6,0.6666666666666666,0.8,0.7,0.6399999999999999,0.252744375
2,xgb,0.4,0.5,0.7642857142857142,0.6000000000000001,0.6400000000000001,0.3065825073666348
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.28957052120681503
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.12490143333616108
3,rf,1.0,0.8,0.8875,0.8,0.9,0.16167499999999999
3,xgb,1.0,0.8,0.6458333333333333,0.8,0.75,0.22229387820601834
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.13271408668939838
4,svm_rbf,0.75,0.6666666666666666,0.8611111111111112,0.675,0.75,0.2222309862247934
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.18291319444444445
4,xgb,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.28871486246732025
5,logreg,0.8,0.7272727272727273,0.7861904761904761,0.7,0.8,0.18190324575699388
5,svm_rbf,0.8,0.8,0.911111111111111,0.8,0.8400000000000001,0.16298206290906653
5,rf,0.8,0.7272727272727273,0.7644444444444445,0.7,0.68,0.25173125
5,xgb,0.6,0.6,0.7592857142857143,0.6,0.68,0.30213028138469655
