fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.0033308515019281697
1,svm_rbf,1.0,0.9090909090909091,0.71,0.9,0.8,0.18056868364767273
1,rf,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.159046875
1,xgb,0.8,0.8,0.9666666666666666,0.8,0.9600000000000001,0.11589140367004758
2,logreg,0.6,0.6666666666666666,0.7892857142857141,0.7,0.72,0.2633390775919231
2,svm_rbf,0.4,0.5,0.7611111111111111,0.6000000000000001,0.64,0.2482054280493553
2,rf,0.6,0.6,0.8,0.6,0.6399999999999999,0.27614500000000003
2,xgb,0.4,0.5714285714285714,0.7944444444444445,0.7,0.72,0.2434427158082956
3,logreg,0.75,0.6666666666666666,0.6220238095238095,0.675,0.7,0.27879006974236864
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.08490889690005313
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.1551965277777778
3,xgb,1.0,0.8,0.8875,0.8,0.9,0.19003467067769864
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.12592833662686623
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.21141000938807258
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.20791041666666668
4,xgb,0.75,0.6,0.775,0.575,0.7,0.36525569721588647
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.18155352608391084
5,svm_rbf,0.8,0.7272727272727273,0.911111111111111,0.7,0.8400000000000001,0.19119842630889677
5,rf,0.8,0.7272727272727273,0.7644444444444445,0.7,0.68,0.27325625000000003
5,xgb,0.4,0.5,0.7392857142857143,0.6000000000000001,0.64,0.33395141555424857
