fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.004092536693514192
1,svm_rbf,1.0,0.9090909090909091,0.71,0.9,0.8,0.17801535584603823
1,rf,0.2,0.2857142857142857,0.7861904761904761,0.5,0.8,0.20435375000000003
1,xgb,0.6,0.6666666666666666,0.8392857142857142,0.7,0.76,0.2137542943788031
2,logreg,0.4,0.4444444444444444,0.7342857142857142,0.5,0.6000000000000001,0.32000194143599897
2,svm_rbf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.23910984935525956
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.2745375
2,xgb,0.4,0.5,0.72,0.6000000000000001,0.56,0.29713927785194477
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.2865923793720017
3,svm_rbf,1.0,0.8888888888888888,1.0,0.9,1.0,0.09859351974585584
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.14256666666666667
3,xgb,1.0,0.8,0.6791666666666667,0.8,0.8,0.16994417643831985
4,logreg,0.75,0.8571428571428571,0.8928571428571428,0.875,0.85,0.1218802475709931
4,svm_rbf,0.75,0.6666666666666666,0.875,0.675,0.8,0.22615433348053127
4,rf,0.75,0.6666666666666666,0.875,0.675,0.8,0.2038340277777778
4,xgb,0.75,0.6666666666666666,0.875,0.675,0.8,0.2709008915632221
5,logreg,0.8,0.8,0.8528571428571428,0.8,0.8400000000000001,0.15696490650860578
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.2128447365720998
5,rf,0.8,0.7272727272727273,0.7944444444444445,0.7,0.72,0.23798375
5,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.2927192112427105
