fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.01124302876783211
1,svm_rbf,1.0,0.8333333333333334,0.6595238095238095,0.8,0.72,0.20713681529233444
1,rf,0.8,0.7272727272727273,0.7861904761904761,0.7,0.8,0.17103937499999997
1,xgb,1.0,0.8333333333333334,0.8761904761904762,0.8,0.84,0.1751570793784128
2,logreg,0.4,0.4444444444444444,0.731111111111111,0.5,0.6,0.3024535546618688
2,svm_rbf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.2459931207156732
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.27211750000000007
2,xgb,0.4,0.5714285714285714,0.7642857142857142,0.7,0.6400000000000001,0.2628760221397689
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.29240782645904395
3,svm_rbf,1.0,0.8,1.0,0.8,1.0,0.15539072819822272
3,rf,1.0,0.8,0.95,0.8,0.9500000000000001,0.15445208333333332
3,xgb,1.0,0.7272727272727273,1.0,0.7,1.0,0.1714106415046763
4,logreg,0.75,0.8571428571428571,0.8611111111111112,0.875,0.75,0.15027117431312403
4,svm_rbf,0.75,0.6666666666666666,0.9166666666666666,0.675,0.9,0.2275298677950604
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.21219652777777778
4,xgb,0.75,0.6666666666666666,0.8303571428571428,0.675,0.8,0.2770633134542433
5,logreg,0.8,0.8,0.7861904761904761,0.8,0.8,0.1681902681795316
5,svm_rbf,0.8,0.7272727272727273,0.925,0.7,0.88,0.19639738821288638
5,rf,0.8,0.7272727272727273,0.7644444444444445,0.7,0.68,0.27538062500000005
5,xgb,0.6,0.6,0.7892857142857141,0.6,0.72,0.3261464062136844
