fold,model,recall_pos,f1_pos,pr_auc,bal_acc,roc_auc,brier
1,logreg,1.0,1.0,1.0,1.0,1.0,0.003914044064991749
1,svm_rbf,0.8,0.8,0.6861904761904761,0.8,0.76,0.17842309258037592
1,rf,0.6,0.6666666666666666,0.7595238095238095,0.7,0.76,0.20480125
1,xgb,0.6,0.6666666666666666,0.7753968253968253,0.7,0.6799999999999999,0.24582825610219836
2,logreg,0.4,0.5,0.7592857142857143,0.6000000000000001,0.68,0.31951538664804596
2,svm_rbf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.23366935684420645
2,rf,0.6,0.6666666666666666,0.7888888888888888,0.7,0.6,0.268388125
2,xgb,0.4,0.5,0.731111111111111,0.6000000000000001,0.6,0.3066180682323057
3,logreg,0.75,0.6666666666666666,0.6041666666666666,0.675,0.65,0.27868911712497524
3,svm_rbf,1.0,0.8888888888888888,1.0,0.9,1.0,0.08610671886435493
3,rf,1.0,0.8,0.9166666666666666,0.8,0.9,0.15550277777777782
3,xgb,1.0,0.8,1.0,0.8,1.0,0.1537722799348064
4,logreg,0.75,0.8571428571428571,0.875,0.875,0.8,0.13672653340636964
4,svm_rbf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.2393267085108908
4,rf,0.75,0.6666666666666666,0.8928571428571428,0.675,0.85,0.22912361111111113
4,xgb,0.75,0.6,0.875,0.575,0.8,0.3575889541066331
5,logreg,0.8,0.7272727272727273,0.7861904761904761,0.7,0.8,0.18115604635473587
5,svm_rbf,0.8,0.8,0.925,0.8,0.88,0.14089867190403185
5,rf,0.8,0.7272727272727273,0.8444444444444443,0.7,0.76,0.22281125
5,xgb,0.6,0.6,0.8392857142857142,0.6,0.76,0.26623135523329805
