fold,aug,recall_pos,f1_pos,acc,brier,bal_acc,pr_auc,roc_auc
1,baseline,0.6,0.5806451612903226,0.5666666666666667,0.21905749964892016,0.5666666666666667,0.6525012305039899,0.6666666666666666
1,noise_std,0.5333333333333333,0.5714285714285714,0.6,0.2004690052835341,0.6,0.7134892303545554,0.7644444444444445
1,noise_med,0.6,0.5806451612903226,0.5666666666666667,0.21905749964892016,0.5666666666666667,0.6525012305039899,0.6666666666666666
1,shift,0.6,0.5806451612903226,0.5666666666666667,0.21905749964892016,0.5666666666666667,0.6525012305039899,0.6666666666666666
1,mixup,1.0,0.8108108108108109,0.7666666666666667,0.19171339748509728,0.7666666666666666,0.6976908961351685,0.7377777777777778
1,mixup+shift,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.19873725743638007,0.6666666666666666,0.7134892303545554,0.7644444444444445
1,selected,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.20034213368955114,0.6666666666666666,0.7134892303545554,0.7644444444444445
2,baseline,0.6,0.6923076923076923,0.7333333333333333,0.22238376545069496,0.7333333333333334,0.812642461837864,0.6977777777777778
2,noise_std,0.6,0.6923076923076923,0.7333333333333333,0.22238376545069496,0.7333333333333334,0.812642461837864,0.6977777777777778
2,noise_med,0.6,0.6923076923076923,0.7333333333333333,0.22238376545069496,0.7333333333333334,0.812642461837864,0.6977777777777778
2,shift,0.6666666666666666,0.8,0.8333333333333334,0.18329605995559078,0.8333333333333333,0.8826262143653447,0.8088888888888888
2,mixup,0.4666666666666667,0.6363636363636364,0.7333333333333333,0.20328646032888917,0.7333333333333334,0.8540141357892481,0.7511111111111111
2,mixup+shift,0.5333333333333333,0.6956521739130435,0.7666666666666667,0.19082160432118622,0.7666666666666666,0.8750729517396183,0.7955555555555556
2,selected,0.6,0.75,0.8,0.1782778799910562,0.8,0.8808972073677955,0.8044444444444444
3,baseline,1.0,0.96,0.9629629629629629,0.11569484258535702,0.9666666666666667,0.9935897435897437,0.9944444444444445
3,noise_std,1.0,0.8275862068965517,0.8148148148148148,0.10356187889873654,0.8333333333333333,0.9880952380952382,0.9888888888888889
3,noise_med,1.0,0.96,0.9629629629629629,0.11569484258535702,0.9666666666666667,0.9935897435897437,0.9944444444444445
3,shift,1.0,0.96,0.9629629629629629,0.11569484258535702,0.9666666666666667,0.9935897435897437,0.9944444444444445
3,mixup,1.0,0.8,0.7777777777777778,0.12842590375526447,0.8,0.9688131313131314,0.9722222222222223
3,mixup+shift,1.0,0.8275862068965517,0.8148148148148148,0.1333020567768165,0.8333333333333333,0.9298280423280424,0.9388888888888889
3,selected,1.0,0.96,0.9629629629629629,0.11569484258535702,0.9666666666666667,0.9935897435897437,0.9944444444444445
4,baseline,0.75,0.75,0.7777777777777778,0.16316847276198734,0.775,0.8572767782326607,0.8777777777777778
4,noise_std,0.75,0.75,0.7777777777777778,0.18960857836648357,0.775,0.8788131946026684,0.8611111111111112
4,noise_med,0.75,0.75,0.7777777777777778,0.18965766288553773,0.775,0.8788131946026684,0.8611111111111112
4,shift,0.75,0.75,0.7777777777777778,0.18617561497288146,0.775,0.8788131946026684,0.8611111111111112
4,mixup,0.75,0.75,0.7777777777777778,0.16316847276198734,0.775,0.8572767782326607,0.8777777777777778
4,mixup+shift,0.75,0.75,0.7777777777777778,0.18699061214650647,0.775,0.8814935064935067,0.8666666666666666
4,selected,0.75,0.75,0.7777777777777778,0.16316847276198734,0.775,0.8572767782326607,0.8777777777777778
5,baseline,0.7333333333333333,0.6875,0.6666666666666666,0.19495997909309554,0.6666666666666666,0.818944684944685,0.7822222222222222
5,noise_std,0.7333333333333333,0.6666666666666666,0.6333333333333333,0.23582629625528226,0.6333333333333333,0.8363490934017249,0.7822222222222222
5,noise_med,0.7333333333333333,0.6875,0.6666666666666666,0.19495997909309554,0.6666666666666666,0.818944684944685,0.7822222222222222
5,shift,0.7333333333333333,0.6666666666666666,0.6333333333333333,0.23408164881200388,0.6333333333333333,0.8363490934017249,0.7822222222222222
5,mixup,0.7333333333333333,0.6875,0.6666666666666666,0.22155136818566065,0.6666666666666666,0.8483783068783068,0.7822222222222223
5,mixup+shift,0.7333333333333333,0.6666666666666666,0.6333333333333333,0.21944349298583135,0.6333333333333333,0.8676372496898812,0.8044444444444444
5,selected,0.8,0.7058823529411765,0.6666666666666666,0.2534220850423051,0.6666666666666667,0.8471956542482857,0.7911111111111111
